,state_string,a_value_0,a_value_1,a_value_2,a_value_3,a_value_4,a_value_5,a_value_6,a_value_7,a_value_8
118,101110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,201110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,011110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,111110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,211110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,021110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,121110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,221110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,002110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,102110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,202110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,012110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,112110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,212110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,022110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,122110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,222110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,000210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,100210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,200210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,010210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,110210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,210210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,020210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,120210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,220210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,001210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,101210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,201210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,011210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,111210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,211210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,021210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,121210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,221210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,002210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,102210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,202210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,012210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,112210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,212210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,022210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,122210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,222210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,000020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,100020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,200020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,010020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,110020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,210020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,020020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,120020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,220020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,001020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,101020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,201020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,011020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,111020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,211020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,021020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,121020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,221020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,002020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,102020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,202020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,012020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,112020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,212020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,022020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,122020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,222020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,000120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,100120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,200120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,010120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,110120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,210120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,020120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,120120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,220120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,001120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,101120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,201120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,011120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,111120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,211120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,021120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,121120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,221120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,002120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,102120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,202120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,012120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,112120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,212120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,022120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,122120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,222120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,000220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,100220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,200220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,010220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,110220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,210220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,020220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,120220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,220220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,001220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,101220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,201220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,011220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,111220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,211220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,021220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,121220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,221220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,002220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,102220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,202220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,012220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,112220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,212220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,022220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,122220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,222220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,000001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,100001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,200001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,010001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,110001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,210001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,020001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,120001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,220001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,001001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,101001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,201001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,011001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,111001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,211001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,021001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,121001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,221001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,002001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,102001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,202001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,012001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,112001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,212001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,022001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,122001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,222001000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,000101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,100101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,200101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,010101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,110101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,210101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,020101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,120101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,220101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,001101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,101101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,201101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,011101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,111101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,211101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,021101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,121101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,221101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,002101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,102101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,202101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,012101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,112101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,212101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,022101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,122101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,222101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,000201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,100201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,200201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,010201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,110201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,210201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,020201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,120201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,220201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,001201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,101201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,201201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,011201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,111201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,211201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,021201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,121201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,221201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,002201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,102201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,202201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,012201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,112201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,212201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,022201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,122201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,222201000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,000011000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,100011000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,200011000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
