,state_list,state_string,a_value_0,a_value_1,a_value_2,a_value_3,a_value_4,a_value_5,a_value_6,a_value_7,a_value_8
11448,"[0, 0, 0, 1, 0, 2, 0, 2, 1]",000102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11449,"[1, 0, 0, 1, 0, 2, 0, 2, 1]",100102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11450,"[2, 0, 0, 1, 0, 2, 0, 2, 1]",200102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11451,"[0, 1, 0, 1, 0, 2, 0, 2, 1]",010102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11452,"[1, 1, 0, 1, 0, 2, 0, 2, 1]",110102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11453,"[2, 1, 0, 1, 0, 2, 0, 2, 1]",210102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11454,"[0, 2, 0, 1, 0, 2, 0, 2, 1]",020102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11455,"[1, 2, 0, 1, 0, 2, 0, 2, 1]",120102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11456,"[2, 2, 0, 1, 0, 2, 0, 2, 1]",220102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11457,"[0, 0, 1, 1, 0, 2, 0, 2, 1]",001102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11458,"[1, 0, 1, 1, 0, 2, 0, 2, 1]",101102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11459,"[2, 0, 1, 1, 0, 2, 0, 2, 1]",201102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11460,"[0, 1, 1, 1, 0, 2, 0, 2, 1]",011102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11461,"[1, 1, 1, 1, 0, 2, 0, 2, 1]",111102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11462,"[2, 1, 1, 1, 0, 2, 0, 2, 1]",211102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11463,"[0, 2, 1, 1, 0, 2, 0, 2, 1]",021102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11464,"[1, 2, 1, 1, 0, 2, 0, 2, 1]",121102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11465,"[2, 2, 1, 1, 0, 2, 0, 2, 1]",221102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11466,"[0, 0, 2, 1, 0, 2, 0, 2, 1]",002102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11467,"[1, 0, 2, 1, 0, 2, 0, 2, 1]",102102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11468,"[2, 0, 2, 1, 0, 2, 0, 2, 1]",202102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11469,"[0, 1, 2, 1, 0, 2, 0, 2, 1]",012102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11470,"[1, 1, 2, 1, 0, 2, 0, 2, 1]",112102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11471,"[2, 1, 2, 1, 0, 2, 0, 2, 1]",212102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11472,"[0, 2, 2, 1, 0, 2, 0, 2, 1]",022102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11473,"[1, 2, 2, 1, 0, 2, 0, 2, 1]",122102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11474,"[2, 2, 2, 1, 0, 2, 0, 2, 1]",222102021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11475,"[0, 0, 0, 2, 0, 2, 0, 2, 1]",000202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11476,"[1, 0, 0, 2, 0, 2, 0, 2, 1]",100202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11477,"[2, 0, 0, 2, 0, 2, 0, 2, 1]",200202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11478,"[0, 1, 0, 2, 0, 2, 0, 2, 1]",010202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11479,"[1, 1, 0, 2, 0, 2, 0, 2, 1]",110202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11480,"[2, 1, 0, 2, 0, 2, 0, 2, 1]",210202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11481,"[0, 2, 0, 2, 0, 2, 0, 2, 1]",020202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11482,"[1, 2, 0, 2, 0, 2, 0, 2, 1]",120202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11483,"[2, 2, 0, 2, 0, 2, 0, 2, 1]",220202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11484,"[0, 0, 1, 2, 0, 2, 0, 2, 1]",001202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11485,"[1, 0, 1, 2, 0, 2, 0, 2, 1]",101202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11486,"[2, 0, 1, 2, 0, 2, 0, 2, 1]",201202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11487,"[0, 1, 1, 2, 0, 2, 0, 2, 1]",011202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11488,"[1, 1, 1, 2, 0, 2, 0, 2, 1]",111202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11489,"[2, 1, 1, 2, 0, 2, 0, 2, 1]",211202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11490,"[0, 2, 1, 2, 0, 2, 0, 2, 1]",021202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11491,"[1, 2, 1, 2, 0, 2, 0, 2, 1]",121202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11492,"[2, 2, 1, 2, 0, 2, 0, 2, 1]",221202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11493,"[0, 0, 2, 2, 0, 2, 0, 2, 1]",002202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11494,"[1, 0, 2, 2, 0, 2, 0, 2, 1]",102202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11495,"[2, 0, 2, 2, 0, 2, 0, 2, 1]",202202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11496,"[0, 1, 2, 2, 0, 2, 0, 2, 1]",012202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11497,"[1, 1, 2, 2, 0, 2, 0, 2, 1]",112202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11498,"[2, 1, 2, 2, 0, 2, 0, 2, 1]",212202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11499,"[0, 2, 2, 2, 0, 2, 0, 2, 1]",022202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11500,"[1, 2, 2, 2, 0, 2, 0, 2, 1]",122202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11501,"[2, 2, 2, 2, 0, 2, 0, 2, 1]",222202021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11502,"[0, 0, 0, 0, 1, 2, 0, 2, 1]",000012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11503,"[1, 0, 0, 0, 1, 2, 0, 2, 1]",100012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11504,"[2, 0, 0, 0, 1, 2, 0, 2, 1]",200012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11505,"[0, 1, 0, 0, 1, 2, 0, 2, 1]",010012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11506,"[1, 1, 0, 0, 1, 2, 0, 2, 1]",110012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11507,"[2, 1, 0, 0, 1, 2, 0, 2, 1]",210012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11508,"[0, 2, 0, 0, 1, 2, 0, 2, 1]",020012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11509,"[1, 2, 0, 0, 1, 2, 0, 2, 1]",120012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11510,"[2, 2, 0, 0, 1, 2, 0, 2, 1]",220012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11511,"[0, 0, 1, 0, 1, 2, 0, 2, 1]",001012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11512,"[1, 0, 1, 0, 1, 2, 0, 2, 1]",101012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11513,"[2, 0, 1, 0, 1, 2, 0, 2, 1]",201012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11514,"[0, 1, 1, 0, 1, 2, 0, 2, 1]",011012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11515,"[1, 1, 1, 0, 1, 2, 0, 2, 1]",111012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11516,"[2, 1, 1, 0, 1, 2, 0, 2, 1]",211012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11517,"[0, 2, 1, 0, 1, 2, 0, 2, 1]",021012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11518,"[1, 2, 1, 0, 1, 2, 0, 2, 1]",121012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11519,"[2, 2, 1, 0, 1, 2, 0, 2, 1]",221012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11520,"[0, 0, 2, 0, 1, 2, 0, 2, 1]",002012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11521,"[1, 0, 2, 0, 1, 2, 0, 2, 1]",102012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11522,"[2, 0, 2, 0, 1, 2, 0, 2, 1]",202012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11523,"[0, 1, 2, 0, 1, 2, 0, 2, 1]",012012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11524,"[1, 1, 2, 0, 1, 2, 0, 2, 1]",112012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11525,"[2, 1, 2, 0, 1, 2, 0, 2, 1]",212012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11526,"[0, 2, 2, 0, 1, 2, 0, 2, 1]",022012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11527,"[1, 2, 2, 0, 1, 2, 0, 2, 1]",122012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11528,"[2, 2, 2, 0, 1, 2, 0, 2, 1]",222012021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11529,"[0, 0, 0, 1, 1, 2, 0, 2, 1]",000112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11530,"[1, 0, 0, 1, 1, 2, 0, 2, 1]",100112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11531,"[2, 0, 0, 1, 1, 2, 0, 2, 1]",200112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11532,"[0, 1, 0, 1, 1, 2, 0, 2, 1]",010112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11533,"[1, 1, 0, 1, 1, 2, 0, 2, 1]",110112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11534,"[2, 1, 0, 1, 1, 2, 0, 2, 1]",210112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11535,"[0, 2, 0, 1, 1, 2, 0, 2, 1]",020112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11536,"[1, 2, 0, 1, 1, 2, 0, 2, 1]",120112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11537,"[2, 2, 0, 1, 1, 2, 0, 2, 1]",220112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11538,"[0, 0, 1, 1, 1, 2, 0, 2, 1]",001112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11539,"[1, 0, 1, 1, 1, 2, 0, 2, 1]",101112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11540,"[2, 0, 1, 1, 1, 2, 0, 2, 1]",201112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11541,"[0, 1, 1, 1, 1, 2, 0, 2, 1]",011112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11542,"[1, 1, 1, 1, 1, 2, 0, 2, 1]",111112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11543,"[2, 1, 1, 1, 1, 2, 0, 2, 1]",211112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11544,"[0, 2, 1, 1, 1, 2, 0, 2, 1]",021112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11545,"[1, 2, 1, 1, 1, 2, 0, 2, 1]",121112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11546,"[2, 2, 1, 1, 1, 2, 0, 2, 1]",221112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11547,"[0, 0, 2, 1, 1, 2, 0, 2, 1]",002112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11548,"[1, 0, 2, 1, 1, 2, 0, 2, 1]",102112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11549,"[2, 0, 2, 1, 1, 2, 0, 2, 1]",202112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11550,"[0, 1, 2, 1, 1, 2, 0, 2, 1]",012112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11551,"[1, 1, 2, 1, 1, 2, 0, 2, 1]",112112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11552,"[2, 1, 2, 1, 1, 2, 0, 2, 1]",212112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11553,"[0, 2, 2, 1, 1, 2, 0, 2, 1]",022112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11554,"[1, 2, 2, 1, 1, 2, 0, 2, 1]",122112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11555,"[2, 2, 2, 1, 1, 2, 0, 2, 1]",222112021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11556,"[0, 0, 0, 2, 1, 2, 0, 2, 1]",000212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11557,"[1, 0, 0, 2, 1, 2, 0, 2, 1]",100212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11558,"[2, 0, 0, 2, 1, 2, 0, 2, 1]",200212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11559,"[0, 1, 0, 2, 1, 2, 0, 2, 1]",010212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11560,"[1, 1, 0, 2, 1, 2, 0, 2, 1]",110212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11561,"[2, 1, 0, 2, 1, 2, 0, 2, 1]",210212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11562,"[0, 2, 0, 2, 1, 2, 0, 2, 1]",020212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11563,"[1, 2, 0, 2, 1, 2, 0, 2, 1]",120212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11564,"[2, 2, 0, 2, 1, 2, 0, 2, 1]",220212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11565,"[0, 0, 1, 2, 1, 2, 0, 2, 1]",001212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11566,"[1, 0, 1, 2, 1, 2, 0, 2, 1]",101212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11567,"[2, 0, 1, 2, 1, 2, 0, 2, 1]",201212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11568,"[0, 1, 1, 2, 1, 2, 0, 2, 1]",011212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11569,"[1, 1, 1, 2, 1, 2, 0, 2, 1]",111212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11570,"[2, 1, 1, 2, 1, 2, 0, 2, 1]",211212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11571,"[0, 2, 1, 2, 1, 2, 0, 2, 1]",021212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11572,"[1, 2, 1, 2, 1, 2, 0, 2, 1]",121212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11573,"[2, 2, 1, 2, 1, 2, 0, 2, 1]",221212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11574,"[0, 0, 2, 2, 1, 2, 0, 2, 1]",002212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11575,"[1, 0, 2, 2, 1, 2, 0, 2, 1]",102212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11576,"[2, 0, 2, 2, 1, 2, 0, 2, 1]",202212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11577,"[0, 1, 2, 2, 1, 2, 0, 2, 1]",012212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11578,"[1, 1, 2, 2, 1, 2, 0, 2, 1]",112212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11579,"[2, 1, 2, 2, 1, 2, 0, 2, 1]",212212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11580,"[0, 2, 2, 2, 1, 2, 0, 2, 1]",022212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11581,"[1, 2, 2, 2, 1, 2, 0, 2, 1]",122212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11582,"[2, 2, 2, 2, 1, 2, 0, 2, 1]",222212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11583,"[0, 0, 0, 0, 2, 2, 0, 2, 1]",000022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11584,"[1, 0, 0, 0, 2, 2, 0, 2, 1]",100022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11585,"[2, 0, 0, 0, 2, 2, 0, 2, 1]",200022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11586,"[0, 1, 0, 0, 2, 2, 0, 2, 1]",010022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11587,"[1, 1, 0, 0, 2, 2, 0, 2, 1]",110022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11588,"[2, 1, 0, 0, 2, 2, 0, 2, 1]",210022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11589,"[0, 2, 0, 0, 2, 2, 0, 2, 1]",020022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11590,"[1, 2, 0, 0, 2, 2, 0, 2, 1]",120022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11591,"[2, 2, 0, 0, 2, 2, 0, 2, 1]",220022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11592,"[0, 0, 1, 0, 2, 2, 0, 2, 1]",001022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11593,"[1, 0, 1, 0, 2, 2, 0, 2, 1]",101022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11594,"[2, 0, 1, 0, 2, 2, 0, 2, 1]",201022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11595,"[0, 1, 1, 0, 2, 2, 0, 2, 1]",011022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11596,"[1, 1, 1, 0, 2, 2, 0, 2, 1]",111022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11597,"[2, 1, 1, 0, 2, 2, 0, 2, 1]",211022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11598,"[0, 2, 1, 0, 2, 2, 0, 2, 1]",021022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11599,"[1, 2, 1, 0, 2, 2, 0, 2, 1]",121022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11600,"[2, 2, 1, 0, 2, 2, 0, 2, 1]",221022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11601,"[0, 0, 2, 0, 2, 2, 0, 2, 1]",002022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11602,"[1, 0, 2, 0, 2, 2, 0, 2, 1]",102022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11603,"[2, 0, 2, 0, 2, 2, 0, 2, 1]",202022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11604,"[0, 1, 2, 0, 2, 2, 0, 2, 1]",012022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11605,"[1, 1, 2, 0, 2, 2, 0, 2, 1]",112022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11606,"[2, 1, 2, 0, 2, 2, 0, 2, 1]",212022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11607,"[0, 2, 2, 0, 2, 2, 0, 2, 1]",022022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11608,"[1, 2, 2, 0, 2, 2, 0, 2, 1]",122022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11609,"[2, 2, 2, 0, 2, 2, 0, 2, 1]",222022021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11610,"[0, 0, 0, 1, 2, 2, 0, 2, 1]",000122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11611,"[1, 0, 0, 1, 2, 2, 0, 2, 1]",100122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11612,"[2, 0, 0, 1, 2, 2, 0, 2, 1]",200122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11613,"[0, 1, 0, 1, 2, 2, 0, 2, 1]",010122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11614,"[1, 1, 0, 1, 2, 2, 0, 2, 1]",110122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11615,"[2, 1, 0, 1, 2, 2, 0, 2, 1]",210122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11616,"[0, 2, 0, 1, 2, 2, 0, 2, 1]",020122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11617,"[1, 2, 0, 1, 2, 2, 0, 2, 1]",120122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11618,"[2, 2, 0, 1, 2, 2, 0, 2, 1]",220122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11619,"[0, 0, 1, 1, 2, 2, 0, 2, 1]",001122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11620,"[1, 0, 1, 1, 2, 2, 0, 2, 1]",101122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11621,"[2, 0, 1, 1, 2, 2, 0, 2, 1]",201122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11622,"[0, 1, 1, 1, 2, 2, 0, 2, 1]",011122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11623,"[1, 1, 1, 1, 2, 2, 0, 2, 1]",111122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11624,"[2, 1, 1, 1, 2, 2, 0, 2, 1]",211122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11625,"[0, 2, 1, 1, 2, 2, 0, 2, 1]",021122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11626,"[1, 2, 1, 1, 2, 2, 0, 2, 1]",121122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11627,"[2, 2, 1, 1, 2, 2, 0, 2, 1]",221122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11628,"[0, 0, 2, 1, 2, 2, 0, 2, 1]",002122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11629,"[1, 0, 2, 1, 2, 2, 0, 2, 1]",102122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11630,"[2, 0, 2, 1, 2, 2, 0, 2, 1]",202122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11631,"[0, 1, 2, 1, 2, 2, 0, 2, 1]",012122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11632,"[1, 1, 2, 1, 2, 2, 0, 2, 1]",112122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11633,"[2, 1, 2, 1, 2, 2, 0, 2, 1]",212122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11634,"[0, 2, 2, 1, 2, 2, 0, 2, 1]",022122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11635,"[1, 2, 2, 1, 2, 2, 0, 2, 1]",122122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11636,"[2, 2, 2, 1, 2, 2, 0, 2, 1]",222122021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11637,"[0, 0, 0, 2, 2, 2, 0, 2, 1]",000222021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11638,"[1, 0, 0, 2, 2, 2, 0, 2, 1]",100222021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11639,"[2, 0, 0, 2, 2, 2, 0, 2, 1]",200222021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11640,"[0, 1, 0, 2, 2, 2, 0, 2, 1]",010222021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
