,state_list,state_string,a_value_0,a_value_1,a_value_2,a_value_3,a_value_4,a_value_5,a_value_6,a_value_7,a_value_8
4092,"[0, 2, 1, 1, 2, 1, 2, 1, 0]",021121210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4093,"[1, 2, 1, 1, 2, 1, 2, 1, 0]",121121210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4094,"[2, 2, 1, 1, 2, 1, 2, 1, 0]",221121210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4095,"[0, 0, 2, 1, 2, 1, 2, 1, 0]",002121210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4096,"[1, 0, 2, 1, 2, 1, 2, 1, 0]",102121210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4097,"[2, 0, 2, 1, 2, 1, 2, 1, 0]",202121210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4098,"[0, 1, 2, 1, 2, 1, 2, 1, 0]",012121210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4099,"[1, 1, 2, 1, 2, 1, 2, 1, 0]",112121210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100,"[2, 1, 2, 1, 2, 1, 2, 1, 0]",212121210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4101,"[0, 2, 2, 1, 2, 1, 2, 1, 0]",022121210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4102,"[1, 2, 2, 1, 2, 1, 2, 1, 0]",122121210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4103,"[2, 2, 2, 1, 2, 1, 2, 1, 0]",222121210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4104,"[0, 0, 0, 2, 2, 1, 2, 1, 0]",000221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4105,"[1, 0, 0, 2, 2, 1, 2, 1, 0]",100221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4106,"[2, 0, 0, 2, 2, 1, 2, 1, 0]",200221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4107,"[0, 1, 0, 2, 2, 1, 2, 1, 0]",010221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4108,"[1, 1, 0, 2, 2, 1, 2, 1, 0]",110221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4109,"[2, 1, 0, 2, 2, 1, 2, 1, 0]",210221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4110,"[0, 2, 0, 2, 2, 1, 2, 1, 0]",020221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4111,"[1, 2, 0, 2, 2, 1, 2, 1, 0]",120221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4112,"[2, 2, 0, 2, 2, 1, 2, 1, 0]",220221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4113,"[0, 0, 1, 2, 2, 1, 2, 1, 0]",001221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4114,"[1, 0, 1, 2, 2, 1, 2, 1, 0]",101221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4115,"[2, 0, 1, 2, 2, 1, 2, 1, 0]",201221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4116,"[0, 1, 1, 2, 2, 1, 2, 1, 0]",011221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4117,"[1, 1, 1, 2, 2, 1, 2, 1, 0]",111221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4118,"[2, 1, 1, 2, 2, 1, 2, 1, 0]",211221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4119,"[0, 2, 1, 2, 2, 1, 2, 1, 0]",021221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4120,"[1, 2, 1, 2, 2, 1, 2, 1, 0]",121221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4121,"[2, 2, 1, 2, 2, 1, 2, 1, 0]",221221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4122,"[0, 0, 2, 2, 2, 1, 2, 1, 0]",002221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4123,"[1, 0, 2, 2, 2, 1, 2, 1, 0]",102221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4124,"[2, 0, 2, 2, 2, 1, 2, 1, 0]",202221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4125,"[0, 1, 2, 2, 2, 1, 2, 1, 0]",012221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4126,"[1, 1, 2, 2, 2, 1, 2, 1, 0]",112221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4127,"[2, 1, 2, 2, 2, 1, 2, 1, 0]",212221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4128,"[0, 2, 2, 2, 2, 1, 2, 1, 0]",022221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4129,"[1, 2, 2, 2, 2, 1, 2, 1, 0]",122221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4130,"[2, 2, 2, 2, 2, 1, 2, 1, 0]",222221210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4131,"[0, 0, 0, 0, 0, 2, 2, 1, 0]",000002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4132,"[1, 0, 0, 0, 0, 2, 2, 1, 0]",100002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4133,"[2, 0, 0, 0, 0, 2, 2, 1, 0]",200002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4134,"[0, 1, 0, 0, 0, 2, 2, 1, 0]",010002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135,"[1, 1, 0, 0, 0, 2, 2, 1, 0]",110002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136,"[2, 1, 0, 0, 0, 2, 2, 1, 0]",210002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4137,"[0, 2, 0, 0, 0, 2, 2, 1, 0]",020002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4138,"[1, 2, 0, 0, 0, 2, 2, 1, 0]",120002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4139,"[2, 2, 0, 0, 0, 2, 2, 1, 0]",220002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4140,"[0, 0, 1, 0, 0, 2, 2, 1, 0]",001002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4141,"[1, 0, 1, 0, 0, 2, 2, 1, 0]",101002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4142,"[2, 0, 1, 0, 0, 2, 2, 1, 0]",201002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4143,"[0, 1, 1, 0, 0, 2, 2, 1, 0]",011002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4144,"[1, 1, 1, 0, 0, 2, 2, 1, 0]",111002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4145,"[2, 1, 1, 0, 0, 2, 2, 1, 0]",211002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4146,"[0, 2, 1, 0, 0, 2, 2, 1, 0]",021002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4147,"[1, 2, 1, 0, 0, 2, 2, 1, 0]",121002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4148,"[2, 2, 1, 0, 0, 2, 2, 1, 0]",221002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4149,"[0, 0, 2, 0, 0, 2, 2, 1, 0]",002002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4150,"[1, 0, 2, 0, 0, 2, 2, 1, 0]",102002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4151,"[2, 0, 2, 0, 0, 2, 2, 1, 0]",202002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4152,"[0, 1, 2, 0, 0, 2, 2, 1, 0]",012002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4153,"[1, 1, 2, 0, 0, 2, 2, 1, 0]",112002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4154,"[2, 1, 2, 0, 0, 2, 2, 1, 0]",212002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4155,"[0, 2, 2, 0, 0, 2, 2, 1, 0]",022002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4156,"[1, 2, 2, 0, 0, 2, 2, 1, 0]",122002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4157,"[2, 2, 2, 0, 0, 2, 2, 1, 0]",222002210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4158,"[0, 0, 0, 1, 0, 2, 2, 1, 0]",000102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4159,"[1, 0, 0, 1, 0, 2, 2, 1, 0]",100102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4160,"[2, 0, 0, 1, 0, 2, 2, 1, 0]",200102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4161,"[0, 1, 0, 1, 0, 2, 2, 1, 0]",010102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4162,"[1, 1, 0, 1, 0, 2, 2, 1, 0]",110102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4163,"[2, 1, 0, 1, 0, 2, 2, 1, 0]",210102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4164,"[0, 2, 0, 1, 0, 2, 2, 1, 0]",020102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4165,"[1, 2, 0, 1, 0, 2, 2, 1, 0]",120102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4166,"[2, 2, 0, 1, 0, 2, 2, 1, 0]",220102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4167,"[0, 0, 1, 1, 0, 2, 2, 1, 0]",001102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4168,"[1, 0, 1, 1, 0, 2, 2, 1, 0]",101102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4169,"[2, 0, 1, 1, 0, 2, 2, 1, 0]",201102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4170,"[0, 1, 1, 1, 0, 2, 2, 1, 0]",011102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4171,"[1, 1, 1, 1, 0, 2, 2, 1, 0]",111102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4172,"[2, 1, 1, 1, 0, 2, 2, 1, 0]",211102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4173,"[0, 2, 1, 1, 0, 2, 2, 1, 0]",021102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4174,"[1, 2, 1, 1, 0, 2, 2, 1, 0]",121102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4175,"[2, 2, 1, 1, 0, 2, 2, 1, 0]",221102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4176,"[0, 0, 2, 1, 0, 2, 2, 1, 0]",002102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4177,"[1, 0, 2, 1, 0, 2, 2, 1, 0]",102102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4178,"[2, 0, 2, 1, 0, 2, 2, 1, 0]",202102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4179,"[0, 1, 2, 1, 0, 2, 2, 1, 0]",012102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4180,"[1, 1, 2, 1, 0, 2, 2, 1, 0]",112102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4181,"[2, 1, 2, 1, 0, 2, 2, 1, 0]",212102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4182,"[0, 2, 2, 1, 0, 2, 2, 1, 0]",022102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4183,"[1, 2, 2, 1, 0, 2, 2, 1, 0]",122102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4184,"[2, 2, 2, 1, 0, 2, 2, 1, 0]",222102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4185,"[0, 0, 0, 2, 0, 2, 2, 1, 0]",000202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4186,"[1, 0, 0, 2, 0, 2, 2, 1, 0]",100202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4187,"[2, 0, 0, 2, 0, 2, 2, 1, 0]",200202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4188,"[0, 1, 0, 2, 0, 2, 2, 1, 0]",010202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4189,"[1, 1, 0, 2, 0, 2, 2, 1, 0]",110202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4190,"[2, 1, 0, 2, 0, 2, 2, 1, 0]",210202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4191,"[0, 2, 0, 2, 0, 2, 2, 1, 0]",020202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4192,"[1, 2, 0, 2, 0, 2, 2, 1, 0]",120202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4193,"[2, 2, 0, 2, 0, 2, 2, 1, 0]",220202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4194,"[0, 0, 1, 2, 0, 2, 2, 1, 0]",001202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4195,"[1, 0, 1, 2, 0, 2, 2, 1, 0]",101202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4196,"[2, 0, 1, 2, 0, 2, 2, 1, 0]",201202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4197,"[0, 1, 1, 2, 0, 2, 2, 1, 0]",011202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4198,"[1, 1, 1, 2, 0, 2, 2, 1, 0]",111202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4199,"[2, 1, 1, 2, 0, 2, 2, 1, 0]",211202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,"[0, 2, 1, 2, 0, 2, 2, 1, 0]",021202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4201,"[1, 2, 1, 2, 0, 2, 2, 1, 0]",121202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4202,"[2, 2, 1, 2, 0, 2, 2, 1, 0]",221202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4203,"[0, 0, 2, 2, 0, 2, 2, 1, 0]",002202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4204,"[1, 0, 2, 2, 0, 2, 2, 1, 0]",102202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4205,"[2, 0, 2, 2, 0, 2, 2, 1, 0]",202202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4206,"[0, 1, 2, 2, 0, 2, 2, 1, 0]",012202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4207,"[1, 1, 2, 2, 0, 2, 2, 1, 0]",112202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4208,"[2, 1, 2, 2, 0, 2, 2, 1, 0]",212202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4209,"[0, 2, 2, 2, 0, 2, 2, 1, 0]",022202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4210,"[1, 2, 2, 2, 0, 2, 2, 1, 0]",122202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4211,"[2, 2, 2, 2, 0, 2, 2, 1, 0]",222202210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4212,"[0, 0, 0, 0, 1, 2, 2, 1, 0]",000012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4213,"[1, 0, 0, 0, 1, 2, 2, 1, 0]",100012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4214,"[2, 0, 0, 0, 1, 2, 2, 1, 0]",200012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4215,"[0, 1, 0, 0, 1, 2, 2, 1, 0]",010012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4216,"[1, 1, 0, 0, 1, 2, 2, 1, 0]",110012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4217,"[2, 1, 0, 0, 1, 2, 2, 1, 0]",210012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4218,"[0, 2, 0, 0, 1, 2, 2, 1, 0]",020012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4219,"[1, 2, 0, 0, 1, 2, 2, 1, 0]",120012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4220,"[2, 2, 0, 0, 1, 2, 2, 1, 0]",220012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4221,"[0, 0, 1, 0, 1, 2, 2, 1, 0]",001012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4222,"[1, 0, 1, 0, 1, 2, 2, 1, 0]",101012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4223,"[2, 0, 1, 0, 1, 2, 2, 1, 0]",201012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4224,"[0, 1, 1, 0, 1, 2, 2, 1, 0]",011012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4225,"[1, 1, 1, 0, 1, 2, 2, 1, 0]",111012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4226,"[2, 1, 1, 0, 1, 2, 2, 1, 0]",211012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4227,"[0, 2, 1, 0, 1, 2, 2, 1, 0]",021012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4228,"[1, 2, 1, 0, 1, 2, 2, 1, 0]",121012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4229,"[2, 2, 1, 0, 1, 2, 2, 1, 0]",221012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4230,"[0, 0, 2, 0, 1, 2, 2, 1, 0]",002012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4231,"[1, 0, 2, 0, 1, 2, 2, 1, 0]",102012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4232,"[2, 0, 2, 0, 1, 2, 2, 1, 0]",202012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4233,"[0, 1, 2, 0, 1, 2, 2, 1, 0]",012012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4234,"[1, 1, 2, 0, 1, 2, 2, 1, 0]",112012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4235,"[2, 1, 2, 0, 1, 2, 2, 1, 0]",212012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4236,"[0, 2, 2, 0, 1, 2, 2, 1, 0]",022012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4237,"[1, 2, 2, 0, 1, 2, 2, 1, 0]",122012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4238,"[2, 2, 2, 0, 1, 2, 2, 1, 0]",222012210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4239,"[0, 0, 0, 1, 1, 2, 2, 1, 0]",000112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4240,"[1, 0, 0, 1, 1, 2, 2, 1, 0]",100112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4241,"[2, 0, 0, 1, 1, 2, 2, 1, 0]",200112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4242,"[0, 1, 0, 1, 1, 2, 2, 1, 0]",010112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4243,"[1, 1, 0, 1, 1, 2, 2, 1, 0]",110112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4244,"[2, 1, 0, 1, 1, 2, 2, 1, 0]",210112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4245,"[0, 2, 0, 1, 1, 2, 2, 1, 0]",020112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4246,"[1, 2, 0, 1, 1, 2, 2, 1, 0]",120112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4247,"[2, 2, 0, 1, 1, 2, 2, 1, 0]",220112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4248,"[0, 0, 1, 1, 1, 2, 2, 1, 0]",001112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4249,"[1, 0, 1, 1, 1, 2, 2, 1, 0]",101112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4250,"[2, 0, 1, 1, 1, 2, 2, 1, 0]",201112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4251,"[0, 1, 1, 1, 1, 2, 2, 1, 0]",011112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4252,"[1, 1, 1, 1, 1, 2, 2, 1, 0]",111112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4253,"[2, 1, 1, 1, 1, 2, 2, 1, 0]",211112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4254,"[0, 2, 1, 1, 1, 2, 2, 1, 0]",021112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4255,"[1, 2, 1, 1, 1, 2, 2, 1, 0]",121112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4256,"[2, 2, 1, 1, 1, 2, 2, 1, 0]",221112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4257,"[0, 0, 2, 1, 1, 2, 2, 1, 0]",002112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4258,"[1, 0, 2, 1, 1, 2, 2, 1, 0]",102112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4259,"[2, 0, 2, 1, 1, 2, 2, 1, 0]",202112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4260,"[0, 1, 2, 1, 1, 2, 2, 1, 0]",012112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4261,"[1, 1, 2, 1, 1, 2, 2, 1, 0]",112112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4262,"[2, 1, 2, 1, 1, 2, 2, 1, 0]",212112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4263,"[0, 2, 2, 1, 1, 2, 2, 1, 0]",022112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4264,"[1, 2, 2, 1, 1, 2, 2, 1, 0]",122112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4265,"[2, 2, 2, 1, 1, 2, 2, 1, 0]",222112210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4266,"[0, 0, 0, 2, 1, 2, 2, 1, 0]",000212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4267,"[1, 0, 0, 2, 1, 2, 2, 1, 0]",100212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4268,"[2, 0, 0, 2, 1, 2, 2, 1, 0]",200212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4269,"[0, 1, 0, 2, 1, 2, 2, 1, 0]",010212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4270,"[1, 1, 0, 2, 1, 2, 2, 1, 0]",110212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4271,"[2, 1, 0, 2, 1, 2, 2, 1, 0]",210212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4272,"[0, 2, 0, 2, 1, 2, 2, 1, 0]",020212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4273,"[1, 2, 0, 2, 1, 2, 2, 1, 0]",120212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4274,"[2, 2, 0, 2, 1, 2, 2, 1, 0]",220212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4275,"[0, 0, 1, 2, 1, 2, 2, 1, 0]",001212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4276,"[1, 0, 1, 2, 1, 2, 2, 1, 0]",101212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4277,"[2, 0, 1, 2, 1, 2, 2, 1, 0]",201212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4278,"[0, 1, 1, 2, 1, 2, 2, 1, 0]",011212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4279,"[1, 1, 1, 2, 1, 2, 2, 1, 0]",111212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4280,"[2, 1, 1, 2, 1, 2, 2, 1, 0]",211212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4281,"[0, 2, 1, 2, 1, 2, 2, 1, 0]",021212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4282,"[1, 2, 1, 2, 1, 2, 2, 1, 0]",121212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4283,"[2, 2, 1, 2, 1, 2, 2, 1, 0]",221212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4284,"[0, 0, 2, 2, 1, 2, 2, 1, 0]",002212210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
