,model_action,best_action_t_plus_1,mean_price
2242,H,B,0.909
2243,H,B,0.91
2244,H,B,0.91
2245,H,S,0.909
2246,H,B,0.909
2247,H,B,0.909
2248,H,S,0.9079999999999999
2249,H,B,0.9079999999999999
2250,H,B,0.909
2251,H,B,0.909
2252,H,B,0.909
2253,H,S,0.9079999999999999
2254,H,B,0.909
2255,H,B,0.909
2256,H,B,0.909
2257,H,B,0.9109999999999999
2258,H,B,0.9109999999999999
2259,H,S,0.91
2260,H,S,0.909
2261,H,B,0.91
2262,H,S,0.909
2263,H,B,0.909
2264,H,B,0.909
2265,H,S,0.9079999999999999
2266,H,B,0.9079999999999999
2267,H,S,0.9059999999999999
2268,H,B,0.9059999999999999
2269,H,B,0.9059999999999999
2270,H,B,0.9059999999999999
2271,H,B,0.907
2272,H,B,0.9079999999999999
2273,H,B,0.9079999999999999
2274,H,S,0.9059999999999999
2275,H,S,0.905
2276,H,B,0.905
2277,H,B,0.9059999999999999
2278,H,B,0.9059999999999999
2279,H,B,0.9059999999999999
2280,H,S,0.905
2281,H,B,0.905
2282,H,S,0.904
2283,H,B,0.905
2284,H,S,0.904
2285,H,B,0.904
2286,H,S,0.903
2287,H,B,0.905
2288,H,B,0.9059999999999999
2289,H,B,0.9059999999999999
2290,H,B,0.907
2291,H,B,0.907
2292,H,B,0.9079999999999999
2293,H,B,0.91
2294,H,B,0.9109999999999999
2295,H,S,0.91
2296,H,B,0.91
2297,H,B,0.9109999999999999
2298,H,S,0.91
2299,H,B,0.91
2300,H,B,0.91
2301,H,B,0.912
2302,H,S,0.9109999999999999
2303,H,B,0.9109999999999999
2304,H,B,0.9129999999999999
2305,H,B,0.915
2306,H,B,0.915
2307,H,S,0.914
2308,H,B,0.914
2309,H,S,0.9129999999999999
2310,H,B,0.9129999999999999
2311,H,B,0.914
2312,H,B,0.914
2313,H,B,0.915
2314,H,S,0.914
2315,H,S,0.9129999999999999
2316,H,B,0.9129999999999999
2317,H,S,0.912
2318,H,B,0.9129999999999999
2319,H,B,0.9129999999999999
2320,H,B,0.9129999999999999
2321,H,B,0.9129999999999999
2322,H,B,0.9129999999999999
2323,H,B,0.915
2324,H,S,0.914
2325,H,B,0.915
2326,H,B,0.915
2327,H,B,0.915
2328,H,B,0.917
2329,H,B,0.917
2330,H,B,0.9179999999999999
2331,H,B,0.919
2332,H,B,0.92
2333,H,S,0.919
2334,H,S,0.9179999999999999
2335,H,S,0.917
2336,H,B,0.917
2337,H,S,0.9159999999999999
2338,H,S,0.915
2339,H,B,0.915
2340,H,B,0.9159999999999999
2341,H,B,0.9159999999999999
2342,H,B,0.9159999999999999
2343,H,B,0.917
2344,H,B,0.9209999999999999
2345,H,B,0.9229999999999999
2346,H,B,0.925
2347,H,S,0.924
2348,H,B,0.9259999999999999
2349,H,B,0.9259999999999999
2350,H,B,0.9259999999999999
2351,H,S,0.925
2352,H,B,0.9259999999999999
2353,H,S,0.925
2354,H,B,0.925
2355,H,S,0.9229999999999999
2356,H,B,0.924
2357,H,B,0.924
2358,H,B,0.925
2359,H,B,0.9259999999999999
2360,H,B,0.929
2361,H,B,0.935
2362,H,B,0.935
2363,H,S,0.934
2364,H,S,0.9329999999999999
2365,H,S,0.9309999999999999
2366,H,S,0.93
2367,H,B,0.9309999999999999
2368,H,B,0.9309999999999999
2369,H,B,0.932
2370,H,B,0.932
2371,H,B,0.9329999999999999
2372,H,B,0.934
2373,H,S,0.932
2374,H,S,0.9309999999999999
2375,H,B,0.9309999999999999
2376,H,B,0.9309999999999999
2377,H,S,0.929
2378,H,B,0.929
2379,H,B,0.929
2380,H,S,0.9279999999999999
2381,H,B,0.929
2382,H,S,0.927
2383,H,B,0.9279999999999999
2384,H,B,0.9279999999999999
2385,H,B,0.929
2386,H,S,0.9279999999999999
2387,H,B,0.9279999999999999
2388,H,B,0.9279999999999999
2389,H,B,0.9279999999999999
2390,H,B,0.9279999999999999
2391,H,B,0.9279999999999999
2392,H,B,0.9279999999999999
2393,H,B,0.9279999999999999
2394,H,B,0.9279999999999999
2395,H,B,0.9279999999999999
2396,H,B,0.9279999999999999
2397,H,S,0.927
2398,H,B,0.9279999999999999
2399,H,B,0.9279999999999999
2400,H,S,0.927
2401,H,S,0.9259999999999999
2402,H,S,0.924
2403,H,B,0.925
2404,H,S,0.924
2405,H,B,0.924
2406,H,B,0.925
2407,H,S,0.924
2408,H,B,0.925
2409,H,B,0.925
2410,H,S,0.924
2411,H,B,0.925
2412,H,B,0.927
2413,H,B,0.927
2414,H,S,0.925
2415,H,B,0.9259999999999999
2416,H,B,0.9259999999999999
2417,H,S,0.925
2418,H,B,0.925
2419,H,B,0.927
2420,H,S,0.9259999999999999
2421,H,B,0.9259999999999999
2422,H,B,0.927
2423,H,S,0.9259999999999999
2424,H,B,0.9259999999999999
2425,H,B,0.927
2426,H,B,0.93
2427,H,B,0.9309999999999999
2428,H,S,0.93
2429,H,S,0.929
2430,H,B,0.929
2431,H,B,0.93
2432,H,S,0.929
2433,H,S,0.9279999999999999
2434,H,B,0.929
2435,H,B,0.929
2436,H,B,0.929
2437,H,B,0.9309999999999999
2438,H,S,0.93
2439,H,B,0.93
2440,H,B,0.93
2441,H,B,0.93
2442,H,S,0.929
2443,H,B,0.93
2444,H,S,0.929
2445,H,S,0.9279999999999999
2446,H,S,0.927
2447,H,B,0.9279999999999999
2448,H,B,0.9279999999999999
2449,H,B,0.9279999999999999
2450,H,B,0.9279999999999999
2451,H,S,0.9259999999999999
2452,H,S,0.925
2453,H,B,0.925
2454,H,B,0.925
2455,H,S,0.924
2456,H,B,0.9259999999999999
2457,H,S,0.925
2458,H,B,0.927
2459,H,S,0.9259999999999999
2460,H,S,0.925
2461,H,B,0.9259999999999999
2462,H,B,0.927
2463,H,B,0.9279999999999999
2464,H,S,0.927
2465,H,B,0.927
2466,H,B,0.9279999999999999
2467,H,S,0.927
2468,H,B,0.927
2469,H,B,0.927
2470,H,B,0.927
2471,H,B,0.927
2472,H,B,0.927
2473,H,B,0.9279999999999999
2474,H,S,0.927
2475,H,B,0.927
2476,H,B,0.927
2477,H,B,0.9279999999999999
2478,H,S,0.927
2479,H,B,0.9279999999999999
2480,H,B,0.9279999999999999
2481,H,B,0.9279999999999999
2482,H,S,0.9259999999999999
2483,H,S,0.9209999999999999
2484,H,S,0.917
2485,H,B,0.92
2486,H,S,0.919
2487,H,B,0.919
2488,H,S,0.9179999999999999
2489,H,S,0.917
2490,H,B,0.917
2491,H,B,0.917
2492,H,B,0.917
2493,H,S,0.9159999999999999
2494,H,S,0.904
2495,H,B,0.905
2496,H,S,0.904
2497,H,S,0.902
2498,H,B,0.902
2499,H,B,0.903
2500,H,B,0.904
2501,H,B,0.9059999999999999
2502,H,B,0.9079999999999999
2503,H,B,0.909
2504,H,S,0.9079999999999999
2505,H,S,0.904
2506,H,S,0.903
2507,H,S,0.9009999999999999
2508,H,S,0.9
2509,H,S,0.899
2510,H,B,0.899
2511,H,S,0.897
2512,H,S,0.894
2513,H,B,0.8959999999999999
2514,H,B,0.897
2515,H,B,0.898
2516,H,B,0.899
2517,H,B,0.899
2518,H,S,0.897
2519,H,B,0.898
2520,H,B,0.9
2521,H,B,0.9009999999999999
2522,H,B,0.9009999999999999
2523,H,B,0.9009999999999999
2524,H,B,0.9009999999999999
2525,H,S,0.9
2526,H,B,0.9
2527,H,B,0.9
2528,H,B,0.9009999999999999
2529,H,B,0.9009999999999999
2530,H,S,0.899
2531,H,S,0.894
2532,H,B,0.895
2533,H,B,0.8959999999999999
2534,H,B,0.897
2535,H,B,0.897
2536,H,S,0.8959999999999999
2537,H,B,0.899
2538,H,B,0.9
2539,H,B,0.9
2540,H,S,0.898
2541,H,S,0.897
2542,H,B,0.897
2543,H,S,0.895
2544,H,B,0.895
2545,H,B,0.897
2546,H,B,0.897
2547,H,S,0.8959999999999999
2548,H,B,0.8959999999999999
2549,H,S,0.895
2550,H,B,0.895
2551,H,S,0.892
2552,H,S,0.883
2553,H,S,0.8759999999999999
2554,H,B,0.879
2555,H,B,0.883
2556,H,B,0.883
2557,H,B,0.884
2558,H,S,0.882
2559,H,B,0.883
2560,H,B,0.887
2561,H,B,0.889
2562,H,B,0.89
2563,H,S,0.889
2564,H,B,0.89
2565,H,B,0.89
2566,H,S,0.888
2567,H,B,0.888
2568,H,B,0.889
2569,H,B,0.895
2570,H,B,0.899
2571,H,B,0.9009999999999999
2572,H,B,0.9009999999999999
2573,H,S,0.9
2574,H,B,0.9
2575,H,B,0.9
2576,H,S,0.898
2577,H,B,0.899
2578,H,B,0.9
2579,H,B,0.9
2580,H,S,0.899
2581,H,B,0.9
2582,H,B,0.9009999999999999
2583,H,S,0.897
2584,H,S,0.892
2585,H,B,0.893
2586,H,S,0.892
2587,H,B,0.894
2588,H,B,0.895
2589,H,S,0.893
2590,H,B,0.893
2591,H,B,0.895
2592,H,B,0.897
2593,H,B,0.898
2594,H,S,0.8959999999999999
2595,H,B,0.897
2596,H,S,0.895
2597,H,B,0.895
2598,H,S,0.894
2599,H,B,0.899
2600,H,B,0.9
2601,H,B,0.9
2602,H,S,0.899
2603,H,B,0.899
2604,H,B,0.9
2605,H,S,0.899
2606,H,S,0.898
2607,H,B,0.898
2608,H,B,0.899
2609,H,B,0.9009999999999999
2610,H,B,0.9009999999999999
2611,H,B,0.9009999999999999
2612,H,B,0.9009999999999999
2613,H,B,0.9009999999999999
2614,H,S,0.9
2615,H,B,0.902
2616,H,B,0.902
2617,H,S,0.9009999999999999
2618,H,B,0.902
2619,H,S,0.899
2620,H,S,0.895
2621,H,B,0.8959999999999999
2622,H,B,0.897
2623,H,S,0.8959999999999999
2624,H,B,0.897
2625,H,S,0.8959999999999999
2626,H,S,0.894
2627,H,B,0.898
2628,H,B,0.9
2629,H,B,0.9
2630,H,S,0.899
2631,H,B,0.899
2632,H,S,0.897
2633,H,S,0.8959999999999999
2634,H,B,0.8959999999999999
2635,H,B,0.8959999999999999
2636,H,B,0.8959999999999999
2637,H,S,0.895
2638,H,B,0.8959999999999999
2639,H,B,0.8959999999999999
2640,H,S,0.895
2641,H,B,0.895
2642,H,B,0.8959999999999999
2643,H,B,0.897
2644,H,S,0.895
2645,H,B,0.895
2646,H,S,0.893
2647,H,B,0.894
2648,H,B,0.895
2649,H,S,0.894
2650,H,S,0.893
2651,H,S,0.888
2652,H,S,0.885
2653,H,B,0.8859999999999999
2654,H,B,0.887
2655,H,S,0.885
2656,H,B,0.885
2657,H,S,0.883
2658,H,B,0.884
2659,H,B,0.89
2660,H,B,0.894
2661,H,B,0.8959999999999999
2662,H,S,0.894
2663,H,S,0.893
2664,H,B,0.894
2665,H,S,0.893
2666,H,S,0.892
2667,H,S,0.8909999999999999
2668,H,B,0.893
2669,H,B,0.894
2670,H,S,0.892
2671,H,B,0.894
2672,H,S,0.892
2673,H,S,0.8909999999999999
2674,H,B,0.8909999999999999
2675,H,S,0.888
2676,H,S,0.883
2677,H,B,0.883
2678,H,B,0.887
2679,H,B,0.889
2680,H,B,0.889
2681,H,S,0.888
2682,H,S,0.887
2683,H,S,0.885
2684,H,B,0.887
2685,H,B,0.887
2686,H,B,0.888
2687,H,B,0.888
2688,H,S,0.887
2689,H,B,0.887
2690,H,B,0.889
2691,H,S,0.888
2692,H,S,0.887
2693,H,B,0.888
2694,H,S,0.8859999999999999
2695,H,B,0.888
2696,H,B,0.89
2697,H,B,0.89
2698,H,B,0.892
2699,H,B,0.893
2700,H,B,0.894
2701,H,S,0.892
2702,H,S,0.89
2703,H,B,0.8909999999999999
2704,H,B,0.892
2705,H,S,0.89
2706,H,B,0.89
2707,H,S,0.889
2708,H,B,0.889
2709,H,B,0.889
2710,H,S,0.887
2711,H,S,0.8859999999999999
2712,H,S,0.885
2713,H,B,0.8859999999999999
2714,H,S,0.885
2715,H,B,0.8859999999999999
2716,H,B,0.887
2717,H,B,0.887
2718,H,S,0.8859999999999999
2719,H,S,0.885
2720,H,B,0.885
2721,H,B,0.8859999999999999
2722,H,B,0.889
2723,H,B,0.889
2724,H,B,0.889
2725,H,B,0.889
2726,H,S,0.887
2727,H,B,0.888
2728,H,B,0.888
2729,H,B,0.888
2730,H,B,0.89
2731,H,B,0.89
2732,H,S,0.889
2733,H,B,0.8909999999999999
2734,H,B,0.8909999999999999
2735,H,B,0.8909999999999999
2736,H,S,0.89
2737,H,B,0.89
2738,H,B,0.8909999999999999
2739,H,B,0.8909999999999999
2740,H,B,0.8909999999999999
2741,H,S,0.89
2742,H,S,0.889
2743,H,S,0.888
2744,H,B,0.889
2745,H,S,0.887
2746,H,B,0.887
2747,H,B,0.888
2748,H,B,0.888
2749,H,S,0.887
2750,H,B,0.887
2751,H,B,0.889
2752,H,B,0.889
2753,H,B,0.89
2754,H,S,0.888
2755,H,B,0.889
2756,H,B,0.89
2757,H,B,0.89
2758,H,S,0.889
2759,H,B,0.889
2760,H,S,0.888
2761,H,B,0.889
2762,H,B,0.889
2763,H,S,0.888
2764,H,B,0.888
2765,H,B,0.888
2766,H,B,0.888
2767,H,S,0.885
2768,H,S,0.883
2769,H,S,0.8809999999999999
2770,H,B,0.884
2771,H,S,0.883
2772,H,B,0.883
2773,H,S,0.882
2774,H,B,0.882
2775,H,B,0.882
2776,H,B,0.883
2777,H,S,0.882
2778,H,B,0.883
2779,H,S,0.8809999999999999
2780,H,S,0.87
2781,H,B,0.871
2782,H,B,0.872
2783,H,S,0.871
2784,H,B,0.871
2785,H,B,0.872
2786,H,S,0.871
2787,H,B,0.873
2788,H,B,0.879
2789,H,S,0.8759999999999999
2790,H,S,0.8740000000000001
2791,H,S,0.871
2792,H,B,0.873
2793,H,B,0.875
2794,H,B,0.875
2795,H,S,0.8740000000000001
2796,H,S,0.873
2797,H,S,0.871
2798,H,B,0.871
2799,H,B,0.871
2800,H,S,0.87
2801,H,B,0.87
2802,H,B,0.87
2803,H,B,0.87
2804,H,B,0.871
2805,H,B,0.872
2806,H,S,0.871
2807,H,B,0.871
2808,H,B,0.871
2809,H,B,0.871
2810,H,S,0.87
2811,H,B,0.87
2812,H,B,0.87
2813,H,B,0.871
2814,H,B,0.872
2815,H,S,0.871
2816,H,B,0.871
2817,H,B,0.873
2818,H,B,0.8740000000000001
2819,H,B,0.8759999999999999
2820,H,S,0.8740000000000001
2821,H,B,0.8740000000000001
2822,H,B,0.8740000000000001
2823,H,B,0.8759999999999999
2824,H,S,0.875
2825,H,B,0.8759999999999999
2826,H,B,0.88
2827,H,S,0.879
2828,H,B,0.88
2829,H,B,0.8809999999999999
2830,H,B,0.882
2831,H,S,0.88
2832,H,B,0.8809999999999999
2833,H,S,0.88
2834,H,B,0.88
2835,H,B,0.88
2836,H,S,0.879
2837,H,B,0.879
2838,H,S,0.878
2839,H,S,0.877
2840,H,B,0.879
2841,H,B,0.879
2842,H,B,0.879
2843,H,S,0.878
2844,H,B,0.879
2845,H,B,0.8859999999999999
2846,H,B,0.887
2847,H,B,0.889
2848,H,S,0.888
2849,H,S,0.887
2850,H,B,0.887
2851,H,B,0.888
2852,H,B,0.89
2853,H,S,0.889
2854,H,S,0.887
2855,H,S,0.8859999999999999
2856,H,B,0.8859999999999999
2857,H,B,0.887
2858,H,B,0.888
2859,H,B,0.888
2860,H,B,0.889
2861,H,S,0.888
2862,H,B,0.889
2863,H,B,0.889
2864,H,S,0.887
2865,H,S,0.885
2866,H,B,0.8859999999999999
2867,H,S,0.885
2868,H,S,0.884
2869,H,S,0.883
2870,H,B,0.883
2871,H,B,0.884
2872,H,B,0.884
2873,H,S,0.882
2874,H,B,0.882
2875,H,B,0.883
2876,H,B,0.884
2877,H,S,0.883
2878,H,B,0.883
2879,H,B,0.885
2880,H,S,0.884
2881,H,S,0.883
2882,H,B,0.883
2883,H,B,0.884
2884,H,B,0.884
2885,H,B,0.884
2886,H,B,0.885
2887,H,B,0.885
2888,H,S,0.884
2889,H,B,0.884
2890,H,S,0.883
2891,H,S,0.882
2892,H,B,0.882
2893,H,S,0.8809999999999999
2894,H,B,0.882
2895,H,B,0.882
2896,H,S,0.8809999999999999
2897,H,B,0.882
2898,H,B,0.882
2899,H,B,0.882
2900,H,S,0.8809999999999999
2901,H,S,0.88
2902,H,B,0.88
2903,H,S,0.879
2904,H,S,0.878
2905,H,B,0.879
2906,H,B,0.88
2907,H,B,0.8809999999999999
2908,H,S,0.879
2909,H,S,0.878
2910,H,B,0.878
2911,H,B,0.879
2912,H,B,0.879
2913,H,B,0.88
2914,H,B,0.882
2915,H,S,0.8809999999999999
2916,H,B,0.8809999999999999
2917,H,S,0.88
2918,H,S,0.879
2919,H,S,0.877
2920,H,S,0.875
2921,H,B,0.8759999999999999
2922,H,B,0.8759999999999999
2923,H,B,0.8759999999999999
2924,H,B,0.878
2925,H,S,0.877
2926,H,S,0.875
2927,H,S,0.873
2928,H,B,0.873
2929,H,B,0.875
2930,H,B,0.877
2931,H,B,0.878
2932,H,S,0.877
2933,H,B,0.877
2934,H,B,0.878
2935,H,B,0.88
2936,H,B,0.883
2937,H,S,0.882
2938,H,S,0.8809999999999999
2939,H,B,0.8809999999999999
2940,H,B,0.882
2941,H,B,0.884
2942,H,B,0.885
2943,H,B,0.8859999999999999
2944,H,S,0.885
2945,H,B,0.885
2946,H,S,0.884
2947,H,B,0.884
2948,H,B,0.884
2949,H,B,0.885
2950,H,B,0.8859999999999999
2951,H,B,0.8859999999999999
2952,H,B,0.8859999999999999
2953,H,B,0.888
2954,H,B,0.8909999999999999
2955,H,S,0.89
2956,H,B,0.8909999999999999
2957,H,B,0.8909999999999999
2958,H,B,0.8909999999999999
2959,H,S,0.889
2960,H,S,0.888
2961,H,S,0.8859999999999999
2962,H,B,0.8859999999999999
2963,H,B,0.887
2964,H,B,0.887
2965,H,B,0.887
2966,H,S,0.8859999999999999
2967,H,B,0.887
2968,H,S,0.8859999999999999
2969,H,S,0.885
2970,H,B,0.887
2971,H,B,0.887
2972,H,S,0.8859999999999999
2973,H,B,0.8859999999999999
2974,H,B,0.8859999999999999
2975,H,B,0.8859999999999999
2976,H,S,0.885
2977,H,B,0.885
2978,H,B,0.885
2979,H,B,0.885
2980,H,B,0.885
2981,H,B,0.885
2982,H,S,0.884
2983,H,B,0.884
2984,H,B,0.884
2985,H,S,0.883
2986,H,B,0.884
2987,H,B,0.885
2988,H,B,0.8859999999999999
2989,H,B,0.8859999999999999
2990,H,B,0.8859999999999999
2991,H,S,0.885
2992,H,B,0.885
2993,H,S,0.884
2994,H,B,0.885
2995,H,B,0.885
2996,H,B,0.885
2997,H,B,0.887
2998,H,B,0.889
2999,H,B,0.889
3000,H,B,0.89
3001,H,S,0.888
3002,H,B,0.888
3003,H,S,0.887
3004,H,B,0.887
3005,H,B,0.888
3006,H,B,0.889
3007,H,B,0.889
3008,H,S,0.888
3009,H,S,0.8859999999999999
3010,H,S,0.884
3011,H,S,0.882
3012,H,B,0.8859999999999999
3013,H,B,0.8859999999999999
3014,H,B,0.887
3015,H,B,0.888
3016,H,B,0.889
3017,H,B,0.89
3018,H,S,0.889
3019,H,S,0.888
3020,H,B,0.888
3021,H,S,0.887
3022,H,B,0.888
3023,H,S,0.887
3024,H,B,0.888
3025,H,S,0.887
3026,H,S,0.8859999999999999
3027,H,B,0.8859999999999999
3028,H,B,0.8859999999999999
3029,H,B,0.887
3030,H,S,0.8859999999999999
3031,H,S,0.885
3032,H,B,0.885
3033,H,B,0.887
3034,H,B,0.887
3035,H,B,0.887
3036,H,B,0.887
3037,H,S,0.8859999999999999
3038,H,B,0.8859999999999999
3039,H,B,0.887
3040,H,B,0.887
3041,H,B,0.888
3042,H,S,0.8859999999999999
3043,H,S,0.885
3044,H,S,0.884
3045,H,B,0.884
3046,H,B,0.8859999999999999
3047,H,B,0.8859999999999999
3048,H,B,0.8859999999999999
3049,H,S,0.883
3050,H,B,0.883
3051,H,S,0.882
3052,H,B,0.884
3053,H,S,0.883
3054,H,S,0.882
3055,H,B,0.883
3056,H,B,0.883
3057,H,B,0.885
3058,H,S,0.884
3059,H,B,0.884
3060,H,B,0.884
3061,H,B,0.884
3062,H,B,0.884
3063,H,B,0.887
3064,H,B,0.887
3065,H,B,0.887
3066,H,B,0.887
3067,H,S,0.8859999999999999
3068,H,B,0.8859999999999999
3069,H,B,0.8859999999999999
3070,H,B,0.8859999999999999
3071,H,S,0.885
3072,H,B,0.8859999999999999
3073,H,B,0.8859999999999999
3074,H,B,0.8859999999999999
3075,H,B,0.887
3076,H,S,0.8859999999999999
3077,H,B,0.8859999999999999
3078,H,B,0.887
3079,H,B,0.889
3080,H,B,0.889
3081,H,B,0.89
3082,H,S,0.889
3083,H,B,0.889
3084,H,B,0.89
3085,H,S,0.889
3086,H,B,0.889
3087,H,B,0.889
3088,H,B,0.889
3089,H,S,0.888
3090,H,B,0.889
3091,H,B,0.889
3092,H,S,0.888
3093,H,S,0.887
3094,H,B,0.887
3095,H,B,0.888
3096,H,B,0.888
3097,H,B,0.892
3098,H,B,0.892
3099,H,S,0.8909999999999999
3100,H,B,0.892
3101,H,B,0.892
3102,H,B,0.892
3103,H,B,0.893
3104,H,B,0.895
3105,H,B,0.895
3106,H,B,0.8959999999999999
3107,H,B,0.897
3108,H,B,0.897
3109,H,S,0.8959999999999999
3110,H,B,0.897
3111,H,B,0.898
3112,H,B,0.898
3113,H,S,0.897
3114,H,B,0.897
3115,H,S,0.8959999999999999
3116,H,B,0.8959999999999999
3117,H,B,0.897
3118,H,B,0.897
3119,H,S,0.895
3120,H,B,0.895
3121,H,B,0.895
3122,H,B,0.895
3123,H,S,0.894
3124,H,S,0.893
3125,H,B,0.893
3126,H,B,0.894
3127,H,B,0.894
3128,H,S,0.893
3129,H,B,0.893
3130,H,B,0.894
3131,H,B,0.894
3132,H,B,0.894
3133,H,S,0.893
3134,H,B,0.894
3135,H,B,0.894
3136,H,S,0.893
3137,H,B,0.893
3138,H,B,0.893
3139,H,B,0.893
3140,H,B,0.894
3141,H,B,0.895
3142,H,B,0.895
3143,H,S,0.894
3144,H,S,0.893
3145,H,B,0.894
3146,H,S,0.893
3147,H,B,0.893
3148,H,B,0.893
3149,H,B,0.893
3150,H,S,0.892
3151,H,B,0.893
3152,H,B,0.894
3153,H,B,0.894
3154,H,S,0.892
3155,H,S,0.888
3156,H,B,0.889
3157,H,S,0.888
3158,H,B,0.889
3159,H,B,0.8909999999999999
3160,H,S,0.889
3161,H,B,0.89
3162,H,S,0.888
3163,H,S,0.8859999999999999
3164,H,S,0.885
3165,H,B,0.887
3166,H,B,0.888
3167,H,S,0.887
3168,H,B,0.887
3169,H,B,0.887
3170,H,B,0.887
3171,H,B,0.887
3172,H,B,0.887
3173,H,B,0.887
3174,H,S,0.8859999999999999
3175,H,B,0.887
3176,H,B,0.887
3177,H,B,0.887
3178,H,B,0.89
3179,H,B,0.892
3180,H,B,0.893
3181,H,B,0.894
3182,H,B,0.894
3183,H,B,0.894
3184,H,S,0.893
3185,H,B,0.893
3186,H,S,0.892
3187,H,S,0.88
3188,H,B,0.88
3189,H,B,0.88
3190,H,S,0.879
3191,H,B,0.879
3192,H,S,0.872
3201,H,B,0.879
3202,H,B,0.879
3203,H,S,0.878
3204,H,S,0.8759999999999999
3205,H,B,0.877
3206,H,B,0.879
3207,H,B,0.88
3208,H,B,0.88
3209,H,B,0.8809999999999999
3210,H,B,0.882
3211,H,B,0.885
3212,H,S,0.884
3213,H,S,0.883
3214,H,S,0.882
3215,H,B,0.882
3216,H,S,0.8809999999999999
3217,H,B,0.882
3218,H,S,0.8809999999999999
3219,H,S,0.88
3220,H,B,0.882
3221,H,B,0.882
3222,H,B,0.882
3223,H,B,0.882
3224,H,B,0.883
3225,H,B,0.883
3226,H,S,0.882
3227,H,B,0.882
3228,H,B,0.882
3229,H,B,0.882
3230,H,B,0.882
3231,H,S,0.8809999999999999
3232,H,B,0.8809999999999999
3233,H,B,0.882
3234,H,B,0.882
3235,H,B,0.882
3236,H,B,0.883
3237,H,S,0.882
3238,H,B,0.883
3239,H,B,0.883
3240,H,B,0.883
3241,H,B,0.883
3242,H,S,0.882
3243,H,B,0.882
3244,H,B,0.882
3245,H,B,0.883
3246,H,B,0.884
3247,H,B,0.885
3248,H,S,0.884
3249,H,S,0.883
3250,H,B,0.883
3251,H,B,0.884
3252,H,S,0.883
3253,H,S,0.882
3254,H,S,0.88
3255,H,B,0.8809999999999999
3256,H,B,0.882
3257,H,S,0.8809999999999999
3258,H,B,0.8809999999999999
3259,H,B,0.882
3260,H,B,0.883
3261,H,B,0.884
3262,H,B,0.884
3263,H,S,0.883
3264,H,B,0.883
3265,H,B,0.884
3266,H,B,0.884
3267,H,S,0.883
3268,H,S,0.8809999999999999
3269,H,B,0.8809999999999999
3270,H,S,0.88
3271,H,B,0.88
3272,H,B,0.8809999999999999
3273,H,B,0.8809999999999999
3274,H,B,0.8809999999999999
3275,H,B,0.8809999999999999
3276,H,B,0.8809999999999999
3277,H,B,0.8809999999999999
3278,H,B,0.8809999999999999
3279,H,B,0.8809999999999999
3280,H,B,0.8809999999999999
3281,H,B,0.8809999999999999
3282,H,S,0.88
3283,H,S,0.879
3284,H,B,0.88
3285,H,S,0.879
3286,H,B,0.879
3287,H,B,0.879
3288,H,B,0.879
3289,H,B,0.879
3290,H,B,0.879
3291,H,B,0.879
3292,H,B,0.88
3293,H,B,0.88
3294,H,B,0.88
3295,H,B,0.88
3296,H,B,0.88
3297,H,B,0.88
3298,H,B,0.88
3299,H,S,0.879
3300,H,S,0.878
3301,H,B,0.878
3302,H,S,0.877
3303,H,S,0.8759999999999999
3304,H,B,0.877
3305,H,B,0.877
3306,H,B,0.877
3307,H,S,0.8759999999999999
3308,H,B,0.877
3309,H,B,0.877
3310,H,B,0.877
3311,H,B,0.879
3312,H,B,0.879
3313,H,B,0.879
3314,H,B,0.879
3315,H,S,0.878
3316,H,B,0.878
3317,H,B,0.878
3318,H,B,0.878
3319,H,B,0.878
3320,H,B,0.878
3321,H,B,0.879
3322,H,S,0.878
3323,H,B,0.879
3324,H,B,0.879
3325,H,S,0.878
3326,H,B,0.878
3327,H,B,0.878
3328,H,B,0.878
3329,H,B,0.878
3330,H,B,0.878
3331,H,B,0.878
3332,H,B,0.878
3333,H,B,0.878
3334,H,B,0.878
3335,H,S,0.877
3336,H,B,0.878
3337,H,B,0.878
3338,H,B,0.878
3339,H,S,0.877
3340,H,B,0.877
3341,H,B,0.877
3342,H,B,0.877
3343,H,B,0.878
3344,H,S,0.877
3345,H,B,0.877
3346,H,S,0.8759999999999999
3347,H,B,0.877
3348,H,B,0.877
3349,H,B,0.877
3350,H,B,0.877
3351,H,B,0.877
3352,H,B,0.877
3353,H,B,0.878
3354,H,S,0.877
3355,H,B,0.878
3356,H,S,0.877
3357,H,S,0.8759999999999999
3358,H,B,0.8759999999999999
3359,H,B,0.8759999999999999
3360,H,B,0.8759999999999999
3361,H,B,0.8759999999999999
3362,H,B,0.8759999999999999
3363,H,B,0.877
3364,H,B,0.877
3365,H,B,0.884
3366,H,B,0.8859999999999999
3367,H,B,0.8859999999999999
3368,H,S,0.885
3369,H,S,0.883
3370,H,S,0.882
3371,H,S,0.8809999999999999
3372,H,B,0.8809999999999999
3373,H,B,0.882
3374,H,B,0.882
3375,H,B,0.882
3376,H,S,0.8809999999999999
3377,H,B,0.882
3378,H,B,0.882
3379,H,B,0.882
3380,H,S,0.8809999999999999
3381,H,B,0.8809999999999999
3382,H,B,0.8809999999999999
3383,H,B,0.8809999999999999
3384,H,B,0.882
3385,H,S,0.8809999999999999
3386,H,B,0.8809999999999999
3387,H,B,0.8809999999999999
3388,H,B,0.883
3389,H,S,0.882
3390,H,B,0.883
3391,H,B,0.883
3392,H,S,0.882
3393,H,B,0.882
3394,H,B,0.882
