,model_action,best_action_t_plus_1,mean_price
1151,H,B,0.9329999999999999
1152,H,B,0.935
1153,H,S,0.9329999999999999
1154,H,B,0.934
1155,H,B,0.934
1156,H,B,0.935
1157,H,B,0.935
1158,H,S,0.934
1159,H,B,0.934
1160,H,B,0.9359999999999999
1161,H,B,0.938
1162,H,B,0.938
1163,H,S,0.937
1164,H,S,0.9359999999999999
1165,H,B,0.937
1166,H,B,0.937
1167,H,S,0.935
1168,H,B,0.935
1169,H,B,0.9359999999999999
1170,H,S,0.935
1171,H,B,0.935
1172,H,B,0.9359999999999999
1173,H,B,0.937
1174,H,S,0.935
1175,H,B,0.935
1176,H,S,0.934
1177,H,B,0.937
1178,H,B,0.937
1179,H,B,0.937
1180,H,B,0.937
1181,H,S,0.9359999999999999
1182,H,B,0.9359999999999999
1183,H,B,0.937
1184,H,B,0.9420000000000001
1185,H,B,0.9420000000000001
1186,H,B,0.946
1187,H,S,0.9309999999999999
1188,H,B,0.9329999999999999
1189,H,B,0.935
1190,H,B,0.935
1191,H,B,0.935
1192,H,S,0.934
1193,H,B,0.935
1194,H,B,0.9359999999999999
1195,H,S,0.935
1196,H,S,0.934
1197,H,S,0.9329999999999999
1198,H,S,0.932
1199,H,B,0.9329999999999999
1200,H,S,0.932
1201,H,B,0.9329999999999999
1202,H,B,0.9329999999999999
1203,H,B,0.9329999999999999
1204,H,B,0.9329999999999999
1205,H,B,0.934
1206,H,B,0.934
1207,H,B,0.934
1208,H,B,0.934
1209,H,B,0.935
1210,H,B,0.9359999999999999
1211,H,B,0.937
1212,H,S,0.9359999999999999
1213,H,B,0.9359999999999999
1214,H,B,0.9359999999999999
1217,H,B,0.9359999999999999
1218,H,S,0.934
1219,H,B,0.934
1220,H,B,0.935
1221,H,S,0.934
1222,H,B,0.934
1227,H,B,0.937
1228,H,B,0.94
1229,H,S,0.938
1230,H,S,0.937
1231,H,B,0.938
1232,H,S,0.937
1233,H,S,0.934
1234,H,S,0.932
1235,H,B,0.9329999999999999
1236,H,S,0.9309999999999999
1237,H,B,0.9329999999999999
1238,H,B,0.9329999999999999
1239,H,B,0.9329999999999999
1240,H,S,0.932
1241,H,B,0.9329999999999999
1242,H,B,0.9329999999999999
1243,H,S,0.9309999999999999
1244,H,B,0.9329999999999999
1245,H,B,0.9329999999999999
1246,H,S,0.932
1247,H,B,0.934
1248,H,S,0.9329999999999999
1249,H,B,0.9329999999999999
1250,H,B,0.9329999999999999
1251,H,B,0.9329999999999999
1252,H,B,0.9329999999999999
1253,H,B,0.9329999999999999
1254,H,S,0.932
1255,H,B,0.9329999999999999
1256,H,B,0.935
1257,H,B,0.935
1258,H,B,0.9359999999999999
1259,H,B,0.937
1260,H,B,0.9390000000000001
1261,H,S,0.938
1262,H,B,0.9390000000000001
1263,H,S,0.937
1264,H,B,0.9390000000000001
1265,H,B,0.9390000000000001
1266,H,S,0.938
1267,H,S,0.937
1268,H,B,0.9390000000000001
1269,H,B,0.9390000000000001
1270,H,S,0.938
1271,H,B,0.938
1272,H,B,0.9390000000000001
1273,H,S,0.938
1274,H,B,0.9390000000000001
1275,H,B,0.94
1276,H,B,0.94
1277,H,S,0.9390000000000001
1278,H,S,0.938
1279,H,S,0.937
1280,H,B,0.938
1281,H,S,0.937
1282,H,B,0.937
1283,H,S,0.9359999999999999
1284,H,B,0.9359999999999999
1285,H,B,0.9359999999999999
1286,H,S,0.935
1287,H,B,0.935
1288,H,B,0.9359999999999999
1289,H,B,0.937
1290,H,S,0.935
1291,H,B,0.9359999999999999
1292,H,B,0.9359999999999999
1293,H,B,0.9359999999999999
1294,H,B,0.937
1295,H,B,0.938
1296,H,S,0.935
1297,H,B,0.935
1298,H,B,0.935
1299,H,S,0.934
1300,H,B,0.934
1301,H,B,0.935
1302,H,S,0.9329999999999999
1303,H,S,0.932
1304,H,B,0.9329999999999999
1305,H,B,0.9329999999999999
1306,H,B,0.934
1307,H,B,0.934
1308,H,B,0.934
1309,H,B,0.934
1310,H,S,0.932
1311,H,B,0.932
1312,H,S,0.9309999999999999
1313,H,B,0.934
1314,H,B,0.935
1315,H,B,0.9359999999999999
1316,H,S,0.935
1317,H,B,0.935
1318,H,B,0.9359999999999999
1319,H,S,0.935
1320,H,B,0.9359999999999999
1321,H,S,0.934
1322,H,B,0.935
1323,H,B,0.9359999999999999
1324,H,B,0.9359999999999999
1325,H,S,0.935
1326,H,B,0.935
1327,H,B,0.9359999999999999
1328,H,B,0.937
1329,H,B,0.937
1330,H,B,0.937
1331,H,S,0.9359999999999999
1332,H,B,0.9359999999999999
1333,H,B,0.9359999999999999
1334,H,B,0.9359999999999999
1335,H,B,0.938
1336,H,B,0.95
1337,H,S,0.94
1338,H,B,0.94
1339,H,S,0.9390000000000001
1340,H,B,0.9420000000000001
1341,H,B,0.9440000000000001
1342,H,B,0.9440000000000001
1343,H,B,0.9440000000000001
1344,H,B,0.9440000000000001
1345,H,S,0.943
1346,H,B,0.943
1347,H,S,0.9420000000000001
1348,H,B,0.943
1349,H,B,0.945
1350,H,B,0.946
1351,H,B,0.946
1352,H,S,0.945
1353,H,B,0.945
1354,H,B,0.945
1355,H,B,0.946
1356,H,B,0.946
1357,H,B,0.946
1358,H,S,0.945
1359,H,B,0.945
1360,H,B,0.9470000000000001
1361,H,B,0.9490000000000001
1362,H,S,0.948
1363,H,B,0.9490000000000001
1364,H,S,0.948
1365,H,B,0.948
1366,H,B,0.948
1367,H,S,0.946
1368,H,B,0.946
1369,H,B,0.9470000000000001
1370,H,B,0.948
1371,H,B,0.948
1372,H,S,0.9470000000000001
1373,H,B,0.948
1374,H,S,0.9470000000000001
1375,H,B,0.9470000000000001
1376,H,B,0.948
1377,H,S,0.94
1378,H,B,0.941
1379,H,B,0.941
1380,H,B,0.941
1381,H,S,0.9390000000000001
1382,H,B,0.94
1383,H,S,0.9390000000000001
1384,H,B,0.9390000000000001
1385,H,B,0.9390000000000001
1386,H,B,0.9390000000000001
1387,H,S,0.938
1388,H,B,0.938
1389,H,S,0.9359999999999999
1390,H,B,0.937
1391,H,B,0.937
1392,H,S,0.9359999999999999
1393,H,B,0.938
1394,H,B,0.9390000000000001
1395,H,S,0.938
1396,H,S,0.937
1397,H,B,0.937
1398,H,B,0.9390000000000001
1399,H,B,0.9390000000000001
1400,H,S,0.9359999999999999
1401,H,S,0.93
1402,H,S,0.9279999999999999
1403,H,S,0.924
1404,H,S,0.922
1405,H,B,0.9229999999999999
1406,H,S,0.9209999999999999
1407,H,S,0.92
1408,H,S,0.914
1409,H,B,0.914
1410,H,B,0.914
1411,H,B,0.914
1412,H,S,0.9129999999999999
1413,H,S,0.91
1414,H,S,0.897
1415,H,S,0.887
1416,H,B,0.8959999999999999
1417,H,B,0.899
1418,H,B,0.902
1419,H,S,0.9
1420,H,B,0.9
1421,H,S,0.897
1422,H,B,0.897
1423,H,B,0.897
1424,H,S,0.894
1425,H,S,0.893
1426,H,S,0.8909999999999999
1427,H,B,0.894
1428,H,B,0.898
1429,H,B,0.9009999999999999
1430,H,S,0.899
1431,H,B,0.899
1432,H,B,0.9
1433,H,S,0.899
1434,H,B,0.9
1435,H,S,0.898
1436,H,S,0.897
1437,H,S,0.895
1438,H,S,0.893
1439,H,B,0.895
1440,H,B,0.895
1441,H,B,0.897
1442,H,B,0.898
1443,H,S,0.897
1444,H,B,0.898
1445,H,B,0.899
1446,H,B,0.899
1447,H,B,0.899
1448,H,B,0.899
1449,H,B,0.899
1450,H,B,0.9009999999999999
1451,H,B,0.9009999999999999
1452,H,B,0.903
1453,H,B,0.903
1454,H,S,0.902
1455,H,B,0.903
1456,H,S,0.902
1457,H,B,0.902
1458,H,S,0.9009999999999999
1459,H,B,0.903
1460,H,S,0.902
1461,H,B,0.903
1462,H,B,0.903
1463,H,B,0.903
1464,H,B,0.903
1465,H,B,0.904
1466,H,B,0.91
1467,H,S,0.9079999999999999
1468,H,B,0.91
1469,H,B,0.91
1470,H,S,0.909
1471,H,B,0.912
1472,H,S,0.9109999999999999
1473,H,S,0.91
1474,H,B,0.91
1475,H,B,0.9109999999999999
1476,H,S,0.91
1477,H,B,0.9109999999999999
1478,H,B,0.912
1479,H,B,0.914
1480,H,B,0.915
1481,H,S,0.914
1482,H,S,0.9129999999999999
1483,H,S,0.9109999999999999
1484,H,B,0.9109999999999999
1485,H,B,0.9109999999999999
1486,H,B,0.912
1487,H,B,0.9129999999999999
1488,H,B,0.9129999999999999
1489,H,B,0.917
1490,H,S,0.9159999999999999
1491,H,S,0.915
1492,H,S,0.9129999999999999
1493,H,S,0.912
1494,H,S,0.91
1495,H,B,0.9109999999999999
1496,H,B,0.9109999999999999
1497,H,B,0.9129999999999999
1498,H,S,0.91
1499,H,B,0.9109999999999999
1500,H,B,0.9109999999999999
1501,H,S,0.91
1502,H,S,0.905
1503,H,B,0.9059999999999999
1504,H,B,0.9079999999999999
1505,H,B,0.91
1506,H,B,0.91
1507,H,B,0.9129999999999999
1508,H,S,0.9109999999999999
1509,H,B,0.9109999999999999
1510,H,B,0.9109999999999999
1511,H,B,0.9109999999999999
1512,H,B,0.914
1513,H,B,0.915
1514,H,S,0.914
1515,H,B,0.914
1516,H,B,0.914
1517,H,S,0.9129999999999999
1518,H,B,0.914
1519,H,B,0.914
1520,H,B,0.9159999999999999
1521,H,S,0.915
1522,H,S,0.9129999999999999
1523,H,B,0.914
1524,H,B,0.915
1525,H,S,0.914
1526,H,S,0.9129999999999999
1527,H,B,0.9129999999999999
1528,H,S,0.912
1529,H,B,0.912
1530,H,B,0.9129999999999999
1531,H,B,0.9129999999999999
1532,H,S,0.9109999999999999
1533,H,B,0.9109999999999999
1534,H,B,0.9109999999999999
1535,H,S,0.91
1536,H,B,0.9109999999999999
1537,H,B,0.9109999999999999
1538,H,S,0.909
1539,H,S,0.9079999999999999
1540,H,S,0.907
1541,H,B,0.9079999999999999
1542,H,B,0.9079999999999999
1543,H,S,0.907
1544,H,B,0.9079999999999999
1545,H,B,0.909
1546,H,B,0.909
1547,H,B,0.909
1548,H,B,0.9109999999999999
1549,H,B,0.912
1550,H,S,0.9109999999999999
1551,H,B,0.912
1552,H,B,0.912
1553,H,B,0.912
1554,H,S,0.9109999999999999
1555,H,B,0.912
1556,H,B,0.9129999999999999
1557,H,B,0.9129999999999999
1558,H,S,0.912
1559,H,B,0.912
1560,H,B,0.9129999999999999
1561,H,S,0.91
1562,H,B,0.9109999999999999
1563,H,S,0.91
1564,H,S,0.909
1565,H,B,0.91
1566,H,S,0.909
1567,H,B,0.909
1568,H,B,0.912
1569,H,S,0.9109999999999999
1570,H,B,0.9109999999999999
1571,H,S,0.91
1572,H,B,0.91
1573,H,B,0.9109999999999999
1574,H,B,0.912
1575,H,B,0.912
1576,H,B,0.912
1577,H,B,0.9129999999999999
1578,H,B,0.9129999999999999
1579,H,S,0.912
1580,H,B,0.912
1581,H,B,0.912
1582,H,S,0.9109999999999999
1583,H,B,0.912
1584,H,S,0.9109999999999999
1585,H,B,0.912
1586,H,B,0.9129999999999999
1587,H,S,0.912
1588,H,B,0.912
1589,H,B,0.912
1590,H,B,0.9129999999999999
1591,H,B,0.9129999999999999
1592,H,S,0.912
1593,H,B,0.912
1594,H,B,0.912
1595,H,S,0.9059999999999999
1596,H,B,0.909
1597,H,S,0.9079999999999999
1598,H,B,0.9079999999999999
1599,H,B,0.909
1600,H,B,0.909
1601,H,B,0.91
1602,H,B,0.9109999999999999
1603,H,B,0.9109999999999999
1604,H,S,0.91
1605,H,B,0.9109999999999999
1606,H,B,0.912
1607,H,B,0.9129999999999999
1608,H,B,0.9129999999999999
1609,H,B,0.914
1610,H,S,0.9129999999999999
1611,H,S,0.912
1612,H,B,0.9129999999999999
1613,H,S,0.912
1614,H,B,0.912
1615,H,B,0.912
1616,H,B,0.9129999999999999
1617,H,B,0.9129999999999999
1618,H,S,0.912
1619,H,B,0.912
1620,H,B,0.912
1621,H,S,0.9109999999999999
1622,H,B,0.9109999999999999
1623,H,S,0.91
1624,H,B,0.9109999999999999
1625,H,S,0.91
1626,H,B,0.91
1627,H,B,0.9109999999999999
1628,H,B,0.9109999999999999
1629,H,S,0.91
1630,H,B,0.9109999999999999
1631,H,S,0.91
1632,H,S,0.909
1633,H,S,0.907
1634,H,B,0.9079999999999999
1635,H,B,0.909
1636,H,S,0.907
1637,H,B,0.909
1638,H,B,0.91
1639,H,B,0.91
1640,H,B,0.91
1641,H,B,0.9109999999999999
1642,H,S,0.91
1643,H,B,0.91
1644,H,B,0.91
1645,H,B,0.91
1646,H,B,0.9109999999999999
1647,H,S,0.91
1648,H,B,0.9109999999999999
1649,H,B,0.9109999999999999
1650,H,B,0.9109999999999999
1651,H,B,0.9109999999999999
1652,H,B,0.9109999999999999
1653,H,S,0.909
1654,H,B,0.909
1655,H,S,0.907
1656,H,B,0.9079999999999999
1657,H,S,0.907
1658,H,B,0.909
1659,H,B,0.909
1660,H,S,0.907
1661,H,S,0.903
1662,H,B,0.905
1663,H,B,0.9059999999999999
1664,H,B,0.9079999999999999
1665,H,B,0.91
1666,H,S,0.9079999999999999
1667,H,B,0.909
1668,H,S,0.9079999999999999
1669,H,B,0.9079999999999999
1670,H,B,0.9079999999999999
1671,H,S,0.9059999999999999
1672,H,B,0.907
1673,H,S,0.9059999999999999
1674,H,S,0.905
1675,H,B,0.9059999999999999
1676,H,B,0.9059999999999999
1677,H,B,0.9059999999999999
1678,H,B,0.907
1679,H,B,0.9079999999999999
1680,H,B,0.9079999999999999
1681,H,B,0.9079999999999999
1682,H,S,0.907
1683,H,B,0.907
1684,H,S,0.9059999999999999
1685,H,S,0.904
1686,H,S,0.903
1687,H,S,0.902
1688,H,B,0.902
1689,H,B,0.907
1690,H,S,0.9059999999999999
1691,H,S,0.905
1692,H,S,0.904
1693,H,S,0.902
1694,H,S,0.9009999999999999
1695,H,B,0.902
1696,H,B,0.903
1697,H,S,0.9009999999999999
1698,H,S,0.898
1699,H,B,0.898
1700,H,S,0.894
1701,H,B,0.895
1702,H,S,0.893
1703,H,B,0.895
1704,H,S,0.894
1705,H,S,0.892
1706,H,S,0.889
1707,H,S,0.885
1708,H,B,0.8859999999999999
1709,H,B,0.888
1710,H,B,0.888
1711,H,S,0.887
1712,H,S,0.884
1713,H,S,0.883
1714,H,S,0.875
1715,H,B,0.877
1716,H,S,0.8740000000000001
1717,H,S,0.868
1718,H,B,0.8740000000000001
1719,H,B,0.8740000000000001
1720,H,B,0.878
1721,H,B,0.8809999999999999
1722,H,B,0.8809999999999999
1723,H,B,0.884
1724,H,B,0.884
1725,H,B,0.884
1726,H,S,0.883
1727,H,B,0.884
1728,H,B,0.885
1729,H,S,0.884
1730,H,S,0.882
1731,H,S,0.8809999999999999
1732,H,S,0.88
1733,H,B,0.8809999999999999
1734,H,B,0.883
1735,H,S,0.882
1736,H,B,0.882
1737,H,S,0.8809999999999999
1738,H,B,0.8809999999999999
1739,H,S,0.88
1740,H,S,0.879
1741,H,S,0.878
1742,H,B,0.8809999999999999
1743,H,B,0.887
1744,H,B,0.889
1745,H,S,0.888
1746,H,B,0.888
1747,H,B,0.8909999999999999
1748,H,B,0.8959999999999999
1749,H,B,0.897
1750,H,B,0.9009999999999999
1751,H,B,0.904
1752,H,S,0.9009999999999999
1753,H,B,0.903
1754,H,B,0.903
1755,H,S,0.9009999999999999
1756,H,B,0.902
1757,H,B,0.902
1758,H,B,0.9059999999999999
1759,H,S,0.904
1760,H,B,0.9059999999999999
1761,H,B,0.9079999999999999
1762,H,S,0.905
1763,H,B,0.9059999999999999
1764,H,B,0.9059999999999999
1765,H,S,0.905
1766,H,B,0.9059999999999999
1767,H,B,0.907
1768,H,B,0.912
1769,H,S,0.91
1770,H,B,0.91
1771,H,S,0.907
1772,H,B,0.907
1773,H,S,0.905
1774,H,B,0.905
1775,H,B,0.907
1776,H,B,0.907
1777,H,S,0.9059999999999999
1778,H,S,0.905
1779,H,S,0.904
1780,H,S,0.903
1781,H,S,0.9009999999999999
1782,H,B,0.903
1783,H,B,0.903
1784,H,B,0.903
1785,H,S,0.902
1786,H,S,0.9009999999999999
1787,H,B,0.902
1788,H,B,0.9059999999999999
1789,H,B,0.9109999999999999
1790,H,B,0.915
1791,H,B,0.917
1792,H,S,0.9159999999999999
1793,H,S,0.915
1794,H,B,0.9159999999999999
1795,H,S,0.915
1796,H,B,0.9159999999999999
1797,H,S,0.914
1798,H,B,0.914
1799,H,B,0.914
1800,H,B,0.915
1801,H,S,0.914
1802,H,S,0.909
1803,H,S,0.9079999999999999
1804,H,B,0.91
1805,H,B,0.91
1806,H,B,0.912
1807,H,S,0.9109999999999999
1808,H,S,0.91
1809,H,B,0.9109999999999999
1810,H,B,0.912
1811,H,B,0.915
1812,H,S,0.9129999999999999
1813,H,S,0.912
1814,H,B,0.914
1815,H,B,0.914
1816,H,B,0.9159999999999999
1817,H,B,0.9159999999999999
1818,H,S,0.915
1819,H,S,0.914
1820,H,B,0.9159999999999999
1821,H,S,0.915
1822,H,B,0.915
1823,H,B,0.917
1824,H,B,0.92
1825,H,S,0.919
1826,H,S,0.9179999999999999
1827,H,B,0.92
1828,H,B,0.92
1829,H,S,0.919
1830,H,S,0.917
1831,H,S,0.914
1832,H,B,0.914
1833,H,B,0.914
1834,H,B,0.914
1835,H,S,0.9129999999999999
1836,H,B,0.9159999999999999
1837,H,B,0.9179999999999999
1838,H,S,0.917
1839,H,B,0.917
1840,H,S,0.915
1841,H,B,0.915
1842,H,S,0.914
1843,H,B,0.9179999999999999
1844,H,S,0.917
1845,H,S,0.9159999999999999
1846,H,B,0.9159999999999999
1847,H,B,0.917
1848,H,B,0.9179999999999999
1849,H,B,0.9179999999999999
1850,H,S,0.917
1851,H,S,0.9159999999999999
1852,H,B,0.917
1853,H,B,0.9179999999999999
1854,H,B,0.919
1855,H,B,0.919
1856,H,S,0.9179999999999999
1857,H,B,0.9179999999999999
1858,H,B,0.919
1859,H,B,0.92
1860,H,S,0.919
1861,H,B,0.919
1862,H,B,0.919
1863,H,B,0.919
1864,H,S,0.9179999999999999
1865,H,S,0.9159999999999999
1866,H,S,0.915
1867,H,B,0.915
1868,H,S,0.914
1869,H,B,0.914
1870,H,S,0.9129999999999999
1871,H,B,0.914
1872,H,S,0.9129999999999999
1873,H,S,0.912
1874,H,S,0.9109999999999999
1875,H,B,0.912
1876,H,B,0.9129999999999999
1877,H,B,0.9129999999999999
1878,H,B,0.9129999999999999
1879,H,B,0.9129999999999999
1880,H,B,0.914
1881,H,B,0.914
1882,H,S,0.912
1883,H,B,0.912
1884,H,S,0.9109999999999999
1885,H,B,0.912
1886,H,B,0.914
1887,H,B,0.914
1888,H,B,0.914
1889,H,B,0.914
1890,H,B,0.9159999999999999
1891,H,B,0.917
1892,H,B,0.9179999999999999
1893,H,S,0.917
1894,H,B,0.9179999999999999
1895,H,B,0.9179999999999999
1896,H,B,0.9179999999999999
1897,H,B,0.919
1898,H,S,0.9179999999999999
1899,H,B,0.919
1900,H,S,0.9179999999999999
1901,H,B,0.9179999999999999
1902,H,S,0.917
1903,H,B,0.919
1904,H,S,0.9179999999999999
1905,H,B,0.9179999999999999
1906,H,B,0.92
1907,H,B,0.92
1908,H,B,0.92
1909,H,B,0.92
1910,H,S,0.917
1911,H,B,0.917
1912,H,S,0.915
1913,H,B,0.9159999999999999
1914,H,S,0.912
1915,H,B,0.912
1916,H,B,0.9129999999999999
1917,H,B,0.9129999999999999
1918,H,B,0.9129999999999999
1919,H,S,0.9109999999999999
1920,H,B,0.9109999999999999
1921,H,S,0.909
1922,H,S,0.9079999999999999
1923,H,B,0.909
1924,H,B,0.91
1925,H,B,0.912
1926,H,S,0.9109999999999999
1927,H,S,0.91
1928,H,B,0.9109999999999999
1929,H,B,0.9109999999999999
1930,H,B,0.9109999999999999
1931,H,S,0.91
1932,H,S,0.9079999999999999
1933,H,S,0.905
1934,H,S,0.902
1935,H,B,0.905
1936,H,B,0.907
1937,H,B,0.9079999999999999
1938,H,B,0.91
1939,H,B,0.9109999999999999
1940,H,B,0.9109999999999999
1941,H,S,0.91
1942,H,B,0.9109999999999999
1943,H,B,0.9129999999999999
1944,H,B,0.9129999999999999
1945,H,B,0.9129999999999999
1946,H,B,0.914
1947,H,B,0.915
1948,H,S,0.9129999999999999
1949,H,S,0.912
1950,H,S,0.9109999999999999
1951,H,B,0.912
1952,H,B,0.9129999999999999
1953,H,S,0.912
1954,H,S,0.9109999999999999
1955,H,B,0.9109999999999999
1956,H,S,0.91
1957,H,B,0.9109999999999999
1958,H,S,0.91
1959,H,B,0.91
1960,H,B,0.91
1961,H,B,0.9109999999999999
1962,H,B,0.9109999999999999
1963,H,S,0.91
1964,H,B,0.91
1965,H,S,0.909
1966,H,B,0.909
1967,H,B,0.91
1968,H,B,0.9109999999999999
1969,H,B,0.9109999999999999
1970,H,S,0.91
1971,H,B,0.9109999999999999
1972,H,B,0.912
1973,H,B,0.9129999999999999
1974,H,B,0.9129999999999999
1975,H,B,0.9129999999999999
1976,H,B,0.9129999999999999
1977,H,B,0.915
1978,H,S,0.912
1979,H,B,0.912
1980,H,B,0.912
1981,H,S,0.9109999999999999
1982,H,B,0.9129999999999999
1983,H,S,0.91
1984,H,B,0.9109999999999999
1985,H,B,0.9129999999999999
1986,H,B,0.9129999999999999
1987,H,B,0.9129999999999999
1988,H,B,0.9129999999999999
1989,H,B,0.9129999999999999
1990,H,B,0.9129999999999999
1991,H,B,0.9129999999999999
1992,H,B,0.9129999999999999
1993,H,B,0.9129999999999999
1994,H,S,0.912
1995,H,B,0.912
1996,H,S,0.9109999999999999
1997,H,B,0.912
1998,H,B,0.912
1999,H,B,0.9129999999999999
2000,H,B,0.914
2001,H,B,0.914
2002,H,S,0.9129999999999999
2003,H,B,0.9129999999999999
2004,H,S,0.9109999999999999
2005,H,B,0.9109999999999999
2006,H,B,0.912
2007,H,B,0.912
2008,H,B,0.9129999999999999
2009,H,B,0.914
2010,H,B,0.914
2011,H,S,0.9129999999999999
2012,H,S,0.912
2013,H,B,0.912
2014,H,B,0.912
2015,H,S,0.91
2016,H,B,0.912
2017,H,B,0.9129999999999999
2018,H,S,0.912
2019,H,B,0.912
2020,H,S,0.909
2021,H,S,0.9079999999999999
2022,H,S,0.904
2023,H,B,0.905
2024,H,B,0.909
2025,H,B,0.909
2026,H,B,0.909
2027,H,B,0.909
2028,H,B,0.909
2029,H,B,0.909
2030,H,B,0.9109999999999999
2031,H,B,0.912
2032,H,S,0.91
2033,H,S,0.909
2034,H,S,0.9079999999999999
2035,H,S,0.907
2036,H,B,0.909
2037,H,S,0.9079999999999999
2038,H,S,0.907
2039,H,S,0.905
2040,H,S,0.903
2041,H,B,0.904
2042,H,B,0.904
2043,H,S,0.9009999999999999
2044,H,S,0.9
2045,H,B,0.9
2046,H,S,0.898
2047,H,B,0.9009999999999999
2048,H,B,0.902
2049,H,B,0.903
2050,H,S,0.902
2051,H,B,0.902
2052,H,B,0.902
2053,H,B,0.903
2054,H,B,0.905
2055,H,S,0.904
2056,H,S,0.903
2057,H,S,0.902
2058,H,S,0.9009999999999999
2059,H,B,0.9009999999999999
2060,H,S,0.9
2061,H,B,0.9009999999999999
2062,H,S,0.9
2063,H,B,0.902
2064,H,B,0.903
2065,H,B,0.909
2066,H,B,0.909
2067,H,S,0.9079999999999999
2068,H,B,0.909
2069,H,B,0.91
2070,H,B,0.9109999999999999
2071,H,B,0.912
2072,H,S,0.9109999999999999
2073,H,B,0.9109999999999999
2074,H,S,0.91
2075,H,B,0.9109999999999999
2076,H,B,0.912
2077,H,S,0.9079999999999999
2078,H,S,0.907
2079,H,B,0.9079999999999999
2080,H,B,0.909
2081,H,B,0.91
2082,H,S,0.909
2083,H,B,0.909
2084,H,B,0.91
2085,H,B,0.9109999999999999
2086,H,S,0.91
2087,H,B,0.91
2088,H,B,0.9109999999999999
2089,H,B,0.9109999999999999
2090,H,S,0.9079999999999999
2091,H,S,0.9059999999999999
2092,H,B,0.907
2093,H,B,0.907
2094,H,S,0.905
2095,H,B,0.9059999999999999
2096,H,S,0.905
2097,H,B,0.905
2098,H,S,0.904
2099,H,B,0.9059999999999999
2100,H,B,0.907
2101,H,B,0.9079999999999999
2102,H,S,0.905
2103,H,S,0.904
2104,H,B,0.904
2105,H,B,0.904
2106,H,B,0.9059999999999999
2107,H,B,0.9059999999999999
2108,H,S,0.905
2109,H,B,0.9059999999999999
2110,H,B,0.9079999999999999
2111,H,B,0.9079999999999999
2112,H,B,0.9079999999999999
2113,H,S,0.905
2114,H,B,0.905
2115,H,S,0.904
2116,H,S,0.903
2117,H,B,0.905
2118,H,B,0.907
2119,H,B,0.907
2120,H,S,0.9059999999999999
2121,H,B,0.9059999999999999
2122,H,B,0.907
2123,H,B,0.907
2124,H,B,0.907
2125,H,B,0.907
2126,H,B,0.907
2127,H,B,0.907
2128,H,B,0.9079999999999999
2129,H,B,0.909
2130,H,B,0.909
2131,H,S,0.9079999999999999
2132,H,S,0.905
2133,H,B,0.905
2134,H,B,0.9059999999999999
2135,H,B,0.907
2136,H,S,0.9059999999999999
2137,H,S,0.905
2138,H,B,0.905
2139,H,B,0.907
2140,H,S,0.9059999999999999
2141,H,B,0.9059999999999999
2142,H,B,0.907
2143,H,S,0.9059999999999999
2144,H,B,0.9059999999999999
2145,H,S,0.905
2146,H,B,0.905
2147,H,B,0.905
2148,H,S,0.904
2149,H,B,0.904
2150,H,B,0.904
2151,H,B,0.904
2152,H,B,0.904
2153,H,B,0.904
2154,H,B,0.904
2155,H,B,0.904
2156,H,B,0.904
2157,H,B,0.904
2158,H,B,0.905
2159,H,B,0.907
2160,H,S,0.9059999999999999
2161,H,B,0.9059999999999999
2162,H,B,0.9059999999999999
2163,H,S,0.905
2164,H,S,0.904
2165,H,B,0.904
2166,H,B,0.904
2167,H,B,0.904
2168,H,B,0.904
2169,H,B,0.904
2170,H,S,0.903
2171,H,S,0.9009999999999999
2172,H,B,0.902
2173,H,S,0.9009999999999999
2174,H,B,0.903
2175,H,B,0.903
2176,H,B,0.903
2177,H,B,0.903
2178,H,B,0.903
2179,H,B,0.903
2180,H,S,0.902
2181,H,B,0.903
2182,H,B,0.903
2183,H,B,0.904
2184,H,B,0.907
2185,H,S,0.9059999999999999
2186,H,B,0.9059999999999999
2187,H,S,0.905
2188,H,B,0.9059999999999999
2189,H,B,0.907
2190,H,B,0.907
2191,H,B,0.9079999999999999
2192,H,B,0.9079999999999999
2193,H,B,0.9079999999999999
2194,H,B,0.909
2195,H,B,0.91
2196,H,B,0.9109999999999999
2197,H,B,0.9109999999999999
2198,H,B,0.9109999999999999
2199,H,S,0.91
2200,H,B,0.91
2201,H,B,0.91
2202,H,B,0.9109999999999999
2203,H,B,0.9109999999999999
2204,H,S,0.91
2205,H,B,0.91
2206,H,B,0.9109999999999999
2207,H,B,0.9109999999999999
2208,H,B,0.9109999999999999
2209,H,B,0.912
2210,H,B,0.912
2211,H,B,0.912
2212,H,S,0.9109999999999999
2213,H,S,0.91
2214,H,B,0.91
2215,H,B,0.91
2216,H,B,0.9109999999999999
2217,H,B,0.912
2218,H,S,0.9109999999999999
2219,H,B,0.912
2220,H,B,0.912
2221,H,B,0.912
2222,H,B,0.9129999999999999
2223,H,B,0.9129999999999999
2224,H,S,0.912
2225,H,B,0.912
2226,H,B,0.912
2227,H,S,0.9109999999999999
2228,H,B,0.9109999999999999
2229,H,B,0.9109999999999999
2230,H,B,0.9109999999999999
2231,H,B,0.9109999999999999
2232,H,B,0.9109999999999999
2233,H,S,0.91
2234,H,B,0.9109999999999999
2235,H,B,0.9109999999999999
2236,H,B,0.9109999999999999
2237,H,S,0.91
2238,H,S,0.909
2239,H,B,0.909
2240,H,B,0.91
2241,H,S,0.909
