,model_action,best_action_t_plus_1,mean_price,original_price
1917,H,B,0.909,8364.421999999999
1918,H,B,0.91,8368.36
1919,H,B,0.9109999999999999,8385.412
1920,H,B,0.9109999999999999,8380.766
1921,H,H,0.91,8371.849
1922,H,H,0.909,8362.739
1923,H,B,0.91,8371.174
1924,H,H,0.909,8361.948
1925,H,B,0.909,8364.515
1926,H,B,0.909,8359.789
1927,H,H,0.9079999999999999,8354.016
1928,H,H,0.907,8345.015
1929,H,H,0.905,8329.731
1930,H,B,0.9059999999999999,8330.514000000001
1931,H,B,0.9059999999999999,8337.087
1932,H,B,0.9059999999999999,8338.676
1933,H,B,0.9079999999999999,8349.678
1934,H,B,0.9079999999999999,8351.595
1935,H,H,0.907,8344.565
1936,H,H,0.9059999999999999,8332.601
1937,H,H,0.905,8325.527
1938,H,B,0.9059999999999999,8336.67
1939,H,B,0.9059999999999999,8336.551
1940,H,B,0.9059999999999999,8337.301
1941,H,B,0.9059999999999999,8330.829
1942,H,H,0.905,8325.962
1943,H,B,0.905,8323.26
1944,H,H,0.904,8319.284
1945,H,B,0.904,8319.164
1946,H,B,0.904,8317.19
1947,H,B,0.904,8312.84
1948,H,B,0.904,8314.464
1949,H,B,0.905,8327.319
1950,H,B,0.9059999999999999,8339.774
1951,H,B,0.9059999999999999,8335.821
1952,H,B,0.907,8344.507
1953,H,B,0.907,8346.988000000001
1954,H,B,0.9079999999999999,8356.925
1955,H,B,0.9109999999999999,8379.756
1956,H,H,0.91,8374.169
1957,H,B,0.91,8367.88
1958,H,B,0.91,8374.743
1959,H,B,0.91,8375.726999999999
1960,H,B,0.91,8371.133
1961,H,B,0.91,8368.648000000001
1962,H,B,0.9109999999999999,8380.264000000001
1963,H,B,0.912,8388.711
1964,H,H,0.9109999999999999,8377.502
1965,H,B,0.912,8389.632
1966,H,B,0.915,8414.279
1967,H,B,0.915,8413.061
1968,H,H,0.914,8411.924
1969,H,B,0.914,8411.527
1970,H,B,0.914,8407.896
1971,H,H,0.9129999999999999,8398.355
1972,H,B,0.9129999999999999,8403.328000000001
1973,H,B,0.914,8406.030999999999
1974,H,B,0.915,8414.595
1975,H,H,0.914,8409.576
1976,H,H,0.9129999999999999,8400.745
1977,H,B,0.9129999999999999,8399.766
1978,H,H,0.912,8391.846
1979,H,B,0.912,8392.589
1980,H,B,0.914,8404.431999999999
1981,H,H,0.9129999999999999,8396.728000000001
1982,H,B,0.9129999999999999,8396.818000000001
1983,H,B,0.9129999999999999,8398.993
1984,H,B,0.914,8409.728000000001
1985,H,B,0.914,8412.43
1986,H,B,0.914,8413.08
1987,H,B,0.915,8421.209
1988,H,B,0.915,8415.485
1989,H,B,0.9159999999999999,8427.765
1990,H,B,0.9179999999999999,8442.85
1991,H,H,0.917,8439.836
1992,H,B,0.919,8451.766
1993,H,B,0.92,8463.325
1994,H,H,0.919,8456.763
1995,H,B,0.919,8457.521999999999
1996,H,H,0.917,8438.828000000001
1997,H,H,0.9159999999999999,8430.72
1998,H,B,0.917,8435.839
1999,H,H,0.9159999999999999,8423.434000000001
2000,H,H,0.915,8416.398000000001
2001,H,B,0.9159999999999999,8424.203000000001
2002,H,B,0.9159999999999999,8424.594000000001
2003,H,B,0.917,8431.357
2004,H,H,0.9159999999999999,8431.718
2005,H,B,0.919,8456.0
2006,H,B,0.9209999999999999,8476.421
2007,H,B,0.924,8500.694
2008,H,B,0.925,8509.935
2009,H,H,0.924,8504.775
2010,H,B,0.9259999999999999,8517.685
2011,H,B,0.927,8525.291
2012,H,H,0.925,8513.359
2013,H,B,0.925,8513.542
2014,H,B,0.9259999999999999,8518.253
2015,H,B,0.9259999999999999,8514.05
2016,H,H,0.924,8504.306
2017,H,B,0.924,8499.778
2018,H,B,0.924,8497.518
2019,H,B,0.925,8510.845
2020,H,B,0.9259999999999999,8515.544
2021,H,B,0.927,8532.391
2022,H,B,0.9329999999999999,8580.17
2023,H,B,0.934,8596.135
2024,H,B,0.935,8601.495
2025,H,H,0.934,8591.538
2026,H,H,0.9309999999999999,8569.998
2027,H,H,0.93,8555.421999999999
2028,H,B,0.93,8557.164
2029,H,B,0.932,8571.035
2030,H,H,0.9309999999999999,8567.802
2031,H,B,0.9309999999999999,8570.021999999999
2032,H,B,0.932,8577.64
2033,H,B,0.934,8594.571
2034,H,H,0.9329999999999999,8581.231
2035,H,H,0.9309999999999999,8567.981
2036,H,B,0.9309999999999999,8561.853000000001
2037,H,B,0.9309999999999999,8566.465
2038,H,H,0.93,8553.15
2039,H,H,0.929,8545.934000000001
2040,H,B,0.929,8545.777
2041,H,B,0.929,8543.032
2042,H,B,0.929,8544.006
2043,H,H,0.9279999999999999,8533.826
2044,H,H,0.927,8529.791
2045,H,B,0.9279999999999999,8537.585
2046,H,B,0.929,8543.985
2047,H,B,0.929,8544.948
2048,H,H,0.9279999999999999,8535.844000000001
2049,H,B,0.9279999999999999,8536.614
2050,H,B,0.9279999999999999,8535.775
2051,H,B,0.9279999999999999,8534.286
2052,H,B,0.9279999999999999,8537.181
2053,H,B,0.9279999999999999,8537.966
2054,H,B,0.9279999999999999,8535.838
2055,H,B,0.9279999999999999,8541.321
2056,H,H,0.927,8533.042
2057,H,B,0.9279999999999999,8537.726999999999
2058,H,H,0.927,8530.501
2059,H,B,0.927,8529.714
2060,H,B,0.9279999999999999,8539.349
2061,H,B,0.9279999999999999,8535.505
2062,H,H,0.9259999999999999,8524.207
2063,H,H,0.924,8503.321
2064,H,B,0.925,8511.729
2065,H,H,0.924,8505.045
2066,H,B,0.924,8496.988000000001
2067,H,B,0.925,8511.257
2068,H,H,0.924,8504.911
2069,H,B,0.924,8496.966999999999
2070,H,B,0.925,8507.662
2071,H,H,0.924,8503.298
2072,H,B,0.925,8509.351999999999
2073,H,B,0.9259999999999999,8521.975
2074,H,B,0.927,8530.056
2075,H,H,0.9259999999999999,8521.15
2076,H,B,0.9259999999999999,8517.026
2077,H,B,0.927,8524.226
2078,H,H,0.9259999999999999,8515.440999999999
2079,H,H,0.925,8505.884
2080,H,B,0.9259999999999999,8518.04
2081,H,B,0.927,8524.551
2082,H,H,0.9259999999999999,8517.389000000001
2083,H,B,0.927,8527.146
2084,H,B,0.927,8526.072
2085,H,B,0.927,8524.62
2086,H,B,0.927,8525.999
2087,H,B,0.9279999999999999,8540.761999999999
2088,H,B,0.93,8554.725
2089,H,B,0.9309999999999999,8562.562
2090,H,H,0.93,8552.798
2091,H,H,0.929,8548.214
2092,H,B,0.929,8549.735
2093,H,B,0.93,8552.374
2094,H,H,0.9279999999999999,8532.985999999999
2095,H,B,0.9279999999999999,8539.357
2096,H,B,0.929,8549.625
2097,H,B,0.929,8544.52
2098,H,B,0.93,8555.304
2099,H,B,0.9309999999999999,8561.304
2100,H,H,0.93,8555.964
2101,H,B,0.93,8559.31
2102,H,B,0.93,8554.749
2103,H,H,0.929,8549.176
2104,H,B,0.929,8552.08
2105,H,B,0.93,8555.945
2106,H,H,0.929,8544.893
2107,H,H,0.9259999999999999,8523.086
2108,H,B,0.927,8530.226
2109,H,B,0.9279999999999999,8537.323
2110,H,B,0.929,8542.278
2111,H,H,0.9279999999999999,8541.642
2112,H,H,0.927,8528.081
2113,H,H,0.925,8511.195
2114,H,B,0.925,8505.883
2115,H,B,0.925,8507.686
2116,H,H,0.924,8502.405
2117,H,B,0.925,8509.815
2118,H,B,0.925,8514.03
2119,H,B,0.9259999999999999,8521.671
2120,H,B,0.927,8523.82
2121,H,H,0.9259999999999999,8513.536
2122,H,H,0.925,8510.541
2123,H,B,0.9259999999999999,8518.099
2124,H,B,0.9279999999999999,8532.222
2125,H,H,0.927,8526.652
2126,H,B,0.927,8525.382
2127,H,B,0.927,8529.517
2128,H,B,0.9279999999999999,8535.511
2129,H,B,0.9279999999999999,8533.091999999999
2130,H,H,0.927,8527.463
2131,H,B,0.927,8528.633
2132,H,B,0.927,8526.163
2133,H,B,0.927,8526.481
2134,H,B,0.927,8532.582
2135,H,B,0.927,8532.716
2136,H,B,0.927,8527.134
2137,H,B,0.927,8526.113000000001
2138,H,B,0.927,8525.464
2139,H,B,0.9279999999999999,8538.317
2140,H,H,0.927,8531.924
2141,H,B,0.9279999999999999,8535.413
2142,H,B,0.9279999999999999,8540.09
2143,H,B,0.9279999999999999,8535.139000000001
2144,H,H,0.9229999999999999,8490.568000000001
2145,H,H,0.92,8459.919
2146,H,H,0.919,8452.046
2147,H,B,0.919,8454.916
2148,H,B,0.919,8451.212
2149,H,H,0.9179999999999999,8446.51
2150,H,B,0.9179999999999999,8441.51
2151,H,H,0.917,8439.675
2152,H,B,0.917,8433.059000000001
2153,H,B,0.917,8438.367
2154,H,B,0.917,8437.098
2155,H,H,0.9059999999999999,8338.959
2156,H,H,0.903,8312.379
2157,H,B,0.905,8322.152
2158,H,H,0.903,8309.05
2159,H,H,0.902,8296.384
2160,H,B,0.902,8302.087
2161,H,B,0.903,8308.46
2162,H,B,0.905,8325.612
2163,H,B,0.9059999999999999,8339.525
2164,H,B,0.909,8362.957
2165,H,H,0.9079999999999999,8354.521
2166,H,H,0.907,8343.261999999999
2167,H,H,0.903,8311.626
2168,H,H,0.902,8301.168
2169,H,H,0.9,8279.587
2170,H,H,0.899,8274.116
2171,H,B,0.899,8272.0
2172,H,B,0.9,8275.729
2173,H,H,0.894,8223.883
2174,H,B,0.895,8233.280999999999
2175,H,B,0.8959999999999999,8246.145
2176,H,B,0.898,8261.524
2177,H,B,0.898,8265.789
2178,H,B,0.899,8271.085
2179,H,H,0.898,8261.605
2180,H,H,0.897,8256.74
2181,H,B,0.899,8270.044
2182,H,B,0.9009999999999999,8286.925
2183,H,B,0.9009999999999999,8291.0
2184,H,B,0.9009999999999999,8284.814
2185,H,B,0.902,8294.271999999999
2186,H,H,0.9,8286.153
2187,H,B,0.9,8278.492
2188,H,B,0.9,8274.768
2189,H,B,0.9009999999999999,8286.207
2190,H,B,0.9009999999999999,8290.655999999999
2191,H,H,0.9,8284.159
2192,H,H,0.8959999999999999,8249.374
2193,H,H,0.894,8223.692
2194,H,B,0.8959999999999999,8238.831
2195,H,B,0.897,8249.479
2196,H,B,0.898,8260.554
2197,H,H,0.8959999999999999,8245.972
2198,H,B,0.897,8254.687
2199,H,B,0.899,8272.091
2200,H,B,0.9,8281.317
2201,H,H,0.899,8274.017
2202,H,H,0.898,8255.985
2203,H,H,0.897,8251.23
2204,H,H,0.8959999999999999,8245.957
2205,H,H,0.895,8232.632
2206,H,B,0.897,8246.837
2207,H,B,0.898,8258.064
2208,H,H,0.8959999999999999,8248.238000000001
2209,H,B,0.897,8247.847
2210,H,H,0.8959999999999999,8244.98
2211,H,H,0.894,8223.109
2212,H,B,0.895,8232.159
2213,H,H,0.887,8163.66
2214,H,H,0.882,8114.149
2215,H,H,0.877,8068.36
2216,H,B,0.8809999999999999,8104.545999999999
2217,H,B,0.884,8132.588000000001
2218,H,H,0.883,8122.710999999999
2219,H,B,0.883,8126.521
2220,H,H,0.882,8115.701
2221,H,B,0.885,8140.085999999999
2222,H,B,0.889,8177.732
2223,H,B,0.889,8180.357
2224,H,B,0.889,8177.598000000001
2225,H,B,0.889,8179.814
2226,H,B,0.89,8188.814
2227,H,H,0.889,8177.348000000001
2228,H,H,0.887,8162.130999999999
2229,H,B,0.889,8174.819
2230,H,B,0.8909999999999999,8197.05
2231,H,B,0.897,8253.793
2232,H,B,0.9,8278.61
2233,H,B,0.9009999999999999,8292.439
2234,H,B,0.9009999999999999,8288.812
2235,H,H,0.9,8280.695
2236,H,B,0.9,8276.042
2237,H,H,0.899,8271.873
2238,H,B,0.899,8269.914
2239,H,B,0.899,8274.063
2240,H,B,0.9,8277.875
2241,H,H,0.899,8275.791
2242,H,B,0.9,8274.859
2243,H,B,0.9,8284.384
2244,H,B,0.9,8275.681999999999
2245,H,H,0.895,8230.855
2246,H,H,0.892,8203.489
2247,H,B,0.893,8212.921
2248,H,H,0.892,8205.503
2249,H,B,0.8959999999999999,8238.965
2250,H,H,0.895,8230.942
2251,H,H,0.892,8210.726
2252,H,B,0.894,8227.679
2253,H,B,0.897,8248.919
2254,H,B,0.898,8258.386
2255,H,H,0.897,8251.304
2256,H,H,0.8959999999999999,8245.833
2257,H,B,0.8959999999999999,8240.817
2258,H,H,0.895,8236.931999999999
2259,H,H,0.894,8226.805
2260,H,B,0.897,8252.283000000001
2261,H,B,0.9,8277.125
2262,H,B,0.9,8278.924
2263,H,B,0.9,8277.746
2264,H,H,0.899,8269.598
2265,H,B,0.899,8273.831
2266,H,B,0.9,8282.077
2267,H,H,0.899,8267.722
2268,H,B,0.899,8265.446
2269,H,H,0.898,8262.177
2270,H,B,0.9,8278.829
2271,H,B,0.9009999999999999,8289.433
2272,H,B,0.9009999999999999,8286.704
2273,H,B,0.9009999999999999,8288.468
2274,H,B,0.9009999999999999,8287.45
2275,H,B,0.9009999999999999,8286.884
2276,H,H,0.9,8280.457
2277,H,B,0.904,8314.221
2278,H,H,0.902,8298.081
2279,H,H,0.9009999999999999,8291.071
2280,H,B,0.902,8294.974
2281,H,H,0.897,8250.364
2282,H,H,0.895,8231.624
2283,H,B,0.897,8251.614
2284,H,H,0.8959999999999999,8244.530999999999
2285,H,B,0.897,8250.266
2286,H,B,0.897,8251.436
2287,H,H,0.895,8235.286
2288,H,B,0.895,8235.313
2289,H,B,0.899,8269.735999999999
2290,H,B,0.9,8283.905999999999
2291,H,B,0.9,8275.482
2292,H,H,0.898,8265.996
2293,H,B,0.898,8260.926
2294,H,H,0.8959999999999999,8242.257
2295,H,B,0.8959999999999999,8242.738000000001
2296,H,B,0.8959999999999999,8248.58
2297,H,B,0.8959999999999999,8247.414
2298,H,H,0.895,8236.34
2299,H,B,0.895,8237.232
2300,H,B,0.8959999999999999,8246.132
2301,H,H,0.895,8235.082
2302,H,B,0.895,8236.606
2303,H,B,0.8959999999999999,8240.485
2304,H,B,0.897,8252.815999999999
2305,H,H,0.8959999999999999,8242.780999999999
2306,H,H,0.895,8235.954
2307,H,H,0.894,8222.881
2308,H,H,0.893,8217.741
2309,H,B,0.895,8229.475
2310,H,B,0.895,8233.859
2311,H,H,0.894,8225.562
2312,H,H,0.89,8192.051
2313,H,H,0.885,8142.604
2314,H,B,0.8859999999999999,8148.686
2315,H,B,0.8859999999999999,8149.923000000001
2316,H,B,0.8859999999999999,8154.825
2317,H,H,0.885,8142.109
2318,H,H,0.884,8132.632
2319,H,H,0.883,8122.664000000001
2320,H,B,0.885,8140.174
2321,H,B,0.894,8227.74
2322,H,B,0.895,8235.034
2323,H,B,0.895,8233.575
2324,H,H,0.894,8225.621
2325,H,H,0.893,8216.796999999999
2326,H,B,0.894,8220.472
2327,H,H,0.892,8208.853000000001
2328,H,H,0.8909999999999999,8198.301
2329,H,B,0.892,8201.301
2330,H,B,0.893,8218.685
2331,H,B,0.893,8211.41
2332,H,B,0.893,8213.198
2333,H,B,0.894,8220.27
2334,H,H,0.8909999999999999,8200.392
2335,H,B,0.8909999999999999,8200.165
2336,H,H,0.89,8184.3369999999995
2337,H,H,0.885,8145.335
2338,H,H,0.883,8120.052
2339,H,B,0.883,8124.937
2340,H,B,0.8909999999999999,8193.29
2341,H,H,0.888,8172.376
2342,H,B,0.889,8176.68
2343,H,H,0.888,8168.789000000001
2344,H,H,0.885,8140.68
2345,H,B,0.8859999999999999,8153.073
2346,H,B,0.8859999999999999,8152.815
2347,H,B,0.888,8166.842
2348,H,B,0.888,8169.439
2349,H,B,0.888,8164.865
2350,H,H,0.887,8156.703
2351,H,B,0.888,8167.745
2352,H,B,0.889,8176.174
2353,H,H,0.887,8158.798000000001
2354,H,B,0.887,8159.438
2355,H,B,0.888,8166.088000000001
2356,H,H,0.8859999999999999,8155.518
2357,H,B,0.889,8175.455
2358,H,B,0.8909999999999999,8191.898
2359,H,B,0.8909999999999999,8195.912
2360,H,B,0.893,8210.896999999999
2361,H,B,0.893,8214.332
2362,H,B,0.893,8212.693000000001
2363,H,H,0.8909999999999999,8195.685
2364,H,H,0.89,8192.139000000001
2365,H,B,0.892,8206.048
2366,H,H,0.8909999999999999,8193.642
2367,H,B,0.8909999999999999,8192.802
2368,H,H,0.889,8180.602
2369,H,B,0.889,8178.236999999999
2370,H,B,0.89,8184.664000000001
2371,H,H,0.888,8173.031999999999
2372,H,H,0.8859999999999999,8154.416
2373,H,H,0.885,8143.289000000001
2374,H,B,0.885,8141.805
2375,H,B,0.8859999999999999,8151.098000000001
2376,H,H,0.885,8139.2919999999995
2377,H,B,0.887,8156.173000000001
2378,H,B,0.887,8160.39
2379,H,H,0.8859999999999999,8152.744000000001
2380,H,H,0.885,8145.818
2381,H,B,0.885,8139.243
2382,H,B,0.8859999999999999,8148.484
2383,H,B,0.888,8169.771
2384,H,B,0.889,8181.616999999999
2385,H,H,0.888,8174.297
2386,H,B,0.889,8178.894
2387,H,H,0.888,8166.021
2388,H,H,0.887,8163.456
2389,H,B,0.889,8173.834
2390,H,H,0.888,8167.618
2391,H,B,0.889,8176.858
2392,H,B,0.89,8182.710999999999
2393,H,H,0.889,8180.939
2394,H,B,0.889,8181.244000000001
2395,H,B,0.8909999999999999,8199.385
2396,H,B,0.8909999999999999,8195.892
2397,H,B,0.8909999999999999,8195.809000000001
2398,H,H,0.89,8186.235
2399,H,B,0.89,8192.018
2400,H,B,0.8909999999999999,8194.318000000001
2401,H,B,0.8909999999999999,8199.771
2402,H,B,0.8909999999999999,8193.882
2403,H,H,0.889,8177.64
2404,H,H,0.888,8170.852
2405,H,B,0.889,8177.401999999999
2406,H,H,0.888,8167.975
2407,H,H,0.887,8164.022
2408,H,B,0.888,8165.359
2409,H,B,0.888,8173.234
2410,H,H,0.887,8161.472
2411,H,H,0.8859999999999999,8156.1359999999995
2412,H,B,0.887,8160.517
2413,H,B,0.89,8185.249
2414,H,B,0.89,8184.005999999999
2415,H,H,0.889,8178.169
2416,H,B,0.889,8173.86
2417,H,B,0.89,8182.971
2418,H,B,0.89,8190.463000000001
2419,H,H,0.889,8180.151999999999
2420,H,H,0.888,8172.654
2421,H,B,0.888,8172.4890000000005
2422,H,B,0.888,8172.17
2423,H,B,0.889,8180.286999999999
2424,H,B,0.889,8174.281
2425,H,H,0.888,8168.139
2426,H,B,0.888,8171.585
2427,H,B,0.888,8171.736999999999
2428,H,H,0.8859999999999999,8154.755999999999
2429,H,H,0.884,8129.271
2430,H,H,0.882,8114.433000000001
2431,H,B,0.882,8114.439
2432,H,B,0.884,8135.34
2433,H,H,0.883,8125.340999999999
2434,H,H,0.882,8112.616999999999
2435,H,B,0.882,8113.420999999999
2436,H,B,0.882,8116.518
2437,H,B,0.882,8117.1630000000005
2438,H,B,0.883,8122.603
2439,H,B,0.883,8120.056
2440,H,H,0.882,8112.664000000001
2441,H,H,0.879,8090.736999999999
2442,H,H,0.87,8006.363
2443,H,B,0.872,8027.4619999999995
2444,H,B,0.872,8019.001
2445,H,H,0.87,8005.23
2446,H,B,0.871,8015.57
2447,H,B,0.871,8017.118
2448,H,H,0.87,8008.9490000000005
2449,H,B,0.877,8072.095
2450,H,B,0.878,8076.092
2451,H,H,0.8740000000000001,8040.303000000001
2452,H,H,0.873,8031.513000000001
2453,H,H,0.872,8018.598000000001
2454,H,B,0.8740000000000001,8039.304
2455,H,B,0.8759999999999999,8060.7080000000005
2456,H,H,0.875,8049.143
2457,H,H,0.873,8035.326999999999
2458,H,H,0.872,8024.33
2459,H,H,0.871,8009.312
2460,H,B,0.872,8019.914000000001
2461,H,H,0.87,8002.340999999999
2462,H,B,0.87,7998.731
2463,H,B,0.871,8010.071
2464,H,H,0.87,8003.656999999999
2465,H,B,0.87,8005.859
2466,H,B,0.872,8017.354
2467,H,B,0.872,8018.983
2468,H,H,0.871,8010.308000000001
2469,H,B,0.871,8007.39
2470,H,B,0.871,8012.191999999999
2471,H,H,0.87,8004.772
2472,H,B,0.87,8001.352
2473,H,B,0.87,8000.969
2474,H,B,0.871,8008.584
2475,H,B,0.871,8013.368
2476,H,B,0.872,8018.351
2477,H,H,0.871,8010.354
2478,H,B,0.872,8023.486999999999
2479,H,B,0.8740000000000001,8036.101
2480,H,B,0.875,8050.25
2481,H,B,0.875,8050.5109999999995
2482,H,H,0.8740000000000001,8040.460999999999
2483,H,B,0.8740000000000001,8042.463000000001
2484,H,B,0.875,8051.536999999999
2485,H,B,0.875,8051.786999999999
2486,H,B,0.8759999999999999,8055.409000000001
2487,H,B,0.878,8079.821
2488,H,B,0.879,8091.0380000000005
2489,H,B,0.879,8087.783
2490,H,B,0.88,8100.391
2491,H,B,0.882,8110.773
2492,H,H,0.8809999999999999,8101.85
2493,H,H,0.88,8097.419
2494,H,B,0.8809999999999999,8100.5
2495,H,H,0.88,8093.79
2496,H,B,0.88,8096.784000000001
2497,H,B,0.88,8097.302
2498,H,H,0.879,8087.633000000001
2499,H,B,0.879,8083.611
2500,H,H,0.877,8073.393
2501,H,B,0.878,8075.09
2502,H,B,0.879,8084.884
2503,H,B,0.879,8085.852
2504,H,B,0.879,8083.91
2505,H,H,0.878,8078.937
2506,H,B,0.8809999999999999,8106.56
2507,H,B,0.887,8158.233
2508,H,B,0.888,8167.499
2509,H,B,0.888,8173.427
2510,H,H,0.887,8161.974
2511,H,B,0.887,8162.528
2512,H,B,0.887,8164.545
2513,H,B,0.889,8181.73
2514,H,B,0.89,8191.365
2515,H,H,0.888,8165.821999999999
2516,H,H,0.887,8156.284000000001
2517,H,H,0.8859999999999999,8150.558000000001
2518,H,B,0.887,8156.191999999999
2519,H,B,0.887,8164.073
2520,H,B,0.888,8171.3
2521,H,B,0.888,8175.848000000001
2522,H,B,0.888,8171.601
2523,H,B,0.888,8172.141
2524,H,B,0.889,8178.581999999999
2525,H,H,0.888,8170.816999999999
2526,H,H,0.8859999999999999,8154.13
2527,H,H,0.885,8142.9980000000005
2528,H,B,0.8859999999999999,8148.1630000000005
2529,H,H,0.884,8132.153
2530,H,H,0.883,8127.465
2531,H,B,0.884,8130.816
2532,H,H,0.883,8120.164000000001
2533,H,B,0.884,8134.181
2534,H,H,0.883,8124.258000000001
2535,H,H,0.8809999999999999,8106.863
2536,H,B,0.882,8114.262
2537,H,B,0.883,8124.174
2538,H,B,0.884,8129.191
2539,H,H,0.883,8121.37
2540,H,B,0.884,8133.946999999999
2541,H,B,0.885,8140.83
2542,H,H,0.883,8126.079000000001
2543,H,B,0.883,8121.977
2544,H,B,0.884,8130.416
2545,H,B,0.884,8136.559
2546,H,B,0.884,8129.476
2547,H,B,0.884,8136.238
2548,H,B,0.885,8142.111999999999
2549,H,H,0.884,8134.522
2550,H,B,0.884,8132.9
2551,H,B,0.884,8128.35
2552,H,H,0.883,8119.87
2553,H,H,0.882,8112.98
2554,H,B,0.882,8111.644
2555,H,H,0.8809999999999999,8107.427
2556,H,B,0.882,8113.670999999999
2557,H,H,0.8809999999999999,8106.871999999999
2558,H,B,0.882,8113.366999999999
2559,H,B,0.882,8109.678000000001
2560,H,B,0.882,8112.797
2561,H,B,0.882,8111.616999999999
2562,H,H,0.8809999999999999,8102.731
2563,H,H,0.88,8099.001
2564,H,B,0.88,8091.674
2565,H,H,0.878,8079.722
2566,H,B,0.878,8077.23
2567,H,B,0.88,8095.392
2568,H,B,0.8809999999999999,8103.113
2569,H,H,0.88,8092.505
2570,H,H,0.878,8082.366999999999
2571,H,B,0.878,8077.565
2572,H,B,0.879,8085.383000000001
2573,H,B,0.879,8090.915
2574,H,B,0.88,8093.24
2575,H,B,0.8809999999999999,8107.996999999999
2576,H,B,0.882,8116.963000000001
2577,H,H,0.8809999999999999,8105.056
2578,H,B,0.8809999999999999,8098.853
2579,H,H,0.879,8090.115
2580,H,B,0.879,8082.374
2581,H,H,0.8759999999999999,8058.119000000001
2582,H,H,0.875,8053.361999999999
2583,H,B,0.8759999999999999,8060.058000000001
2584,H,B,0.8759999999999999,8056.3009999999995
2585,H,B,0.877,8062.705
2586,H,B,0.878,8074.637
2587,H,H,0.8759999999999999,8059.311
2588,H,H,0.8740000000000001,8036.285
2589,H,H,0.873,8027.569
2590,H,B,0.8740000000000001,8043.281
2591,H,B,0.8759999999999999,8060.304
2592,H,B,0.877,8072.5830000000005
2593,H,B,0.878,8077.501
2594,H,H,0.8759999999999999,8061.57
2595,H,B,0.877,8071.401999999999
2596,H,B,0.879,8084.768
2597,H,B,0.8809999999999999,8107.44
2598,H,B,0.883,8123.455
2599,H,H,0.8809999999999999,8108.453
2600,H,B,0.8809999999999999,8102.978
2601,H,B,0.882,8112.14
2602,H,B,0.883,8125.839
2603,H,B,0.884,8132.5380000000005
2604,H,B,0.885,8143.965999999999
2605,H,B,0.885,8146.668000000001
2606,H,B,0.885,8139.225
2607,H,B,0.885,8138.195
2608,H,H,0.884,8134.948
2609,H,B,0.884,8128.976
2610,H,B,0.885,8141.03
2611,H,B,0.8859999999999999,8147.7480000000005
2612,H,B,0.8859999999999999,8153.859
2613,H,B,0.8859999999999999,8149.7609999999995
2614,H,B,0.887,8164.647
2615,H,B,0.889,8178.6630000000005
2616,H,B,0.8909999999999999,8194.391
2617,H,B,0.8909999999999999,8195.992
2618,H,B,0.8909999999999999,8192.614
2619,H,B,0.8909999999999999,8200.251
2620,H,H,0.89,8184.670999999999
2621,H,H,0.889,8175.481
2622,H,H,0.887,8160.339
2623,H,H,0.8859999999999999,8150.905
2624,H,B,0.887,8157.172
2625,H,B,0.887,8158.729
2626,H,B,0.888,8167.8730000000005
2627,H,H,0.8859999999999999,8156.018
2628,H,B,0.887,8156.571
2629,H,H,0.8859999999999999,8152.783
2630,H,H,0.885,8142.731
2631,H,B,0.8859999999999999,8151.182
2632,H,B,0.887,8160.439
2633,H,B,0.887,8156.576
2634,H,H,0.8859999999999999,8147.61
2635,H,B,0.8859999999999999,8148.759
2636,H,B,0.8859999999999999,8152.365
2637,H,H,0.885,8144.791
2638,H,B,0.885,8145.802
2639,H,B,0.885,8144.38
2640,H,B,0.885,8143.665
2641,H,B,0.885,8145.852
2642,H,B,0.885,8142.978
2643,H,B,0.885,8138.26
2644,H,H,0.884,8131.315
2645,H,B,0.884,8131.42
2646,H,B,0.884,8130.895
2647,H,H,0.883,8128.664000000001
2648,H,B,0.883,8126.2119999999995
2649,H,B,0.8859999999999999,8147.918000000001
2650,H,B,0.8859999999999999,8154.0019999999995
2651,H,B,0.8859999999999999,8150.062
2652,H,B,0.8859999999999999,8150.736
2653,H,H,0.885,8143.246
2654,H,B,0.885,8138.318
2655,H,H,0.884,8133.701999999999
2656,H,B,0.885,8142.956999999999
2657,H,B,0.885,8139.25
2658,H,B,0.8859999999999999,8153.104
2659,H,B,0.888,8166.465999999999
2660,H,B,0.889,8179.084
2661,H,B,0.89,8183.608
2662,H,H,0.889,8177.229
2663,H,H,0.888,8169.06
2664,H,B,0.888,8166.569
2665,H,H,0.887,8159.172
2666,H,B,0.887,8164.57
2667,H,B,0.889,8178.598000000001
2668,H,B,0.889,8176.946
2669,H,B,0.889,8175.688
2670,H,H,0.8859999999999999,8154.326999999999
2671,H,H,0.885,8144.78
2672,H,H,0.882,8117.6990000000005
2673,H,B,0.884,8134.169
2674,H,B,0.8859999999999999,8152.619000000001
2675,H,B,0.887,8157.467
2676,H,B,0.887,8162.151
2677,H,B,0.889,8180.517
2678,H,B,0.89,8183.948
2679,H,H,0.889,8179.8640000000005
2680,H,B,0.889,8173.767
2681,H,H,0.888,8166.592
2682,H,H,0.887,8163.939
2683,H,B,0.888,8167.186
2684,H,B,0.888,8165.967
2685,H,H,0.887,8163.269
2686,H,B,0.888,8170.951
2687,H,H,0.8859999999999999,8150.409000000001
2688,H,B,0.8859999999999999,8148.948
2689,H,B,0.8859999999999999,8151.262
2690,H,B,0.887,8157.414000000001
2691,H,H,0.8859999999999999,8154.693
